Health District Name,Report Date,Sex,Number of Cases,Number of Hospitalizations,Number of Deaths,Scrape_Time
Henrico,6/18/2020,Female,1289,115,71,2020-06-18 21:08:23.582701
Prince William,6/18/2020,Not Reported,90,1,0,2020-06-18 21:08:23.582701
Chickahominy,6/18/2020,Male,249,53,19,2020-06-18 21:08:23.582701
Rappahannock Rapidan,6/18/2020,Not Reported,32,2,1,2020-06-18 21:08:23.582701
Peninsula,6/18/2020,Female,426,61,21,2020-06-18 21:08:23.582701
Lenowisco,6/18/2020,Not Reported,0,0,0,2020-06-18 21:08:23.582701
Crater,6/18/2020,Not Reported,16,3,0,2020-06-18 21:08:23.582701
Chickahominy,6/18/2020,Not Reported,7,1,0,2020-06-18 21:08:23.582701
Portsmouth,6/18/2020,Male,211,25,6,2020-06-18 21:08:23.582701
New River,6/18/2020,Female,75,7,0,2020-06-18 21:08:23.582701
Rappahannock,6/18/2020,Female,1166,85,9,2020-06-18 21:08:23.582701
Central Virginia,6/18/2020,Female,137,8,0,2020-06-18 21:08:23.582701
Roanoke,6/18/2020,Not Reported,6,0,0,2020-06-18 21:08:23.582701
West Piedmont,6/18/2020,Female,177,14,2,2020-06-18 21:08:23.582701
Mount Rogers,6/18/2020,Female,327,20,9,2020-06-18 21:08:23.582701
Piedmont,6/18/2020,Male,680,41,4,2020-06-18 21:08:23.582701
Chesterfield,6/18/2020,Female,1240,60,26,2020-06-18 21:08:23.582701
Fairfax,6/18/2020,Male,6500,864,219,2020-06-18 21:08:23.582701
Crater,6/18/2020,Male,741,51,7,2020-06-18 21:08:23.582701
Central Virginia,6/18/2020,Not Reported,0,0,0,2020-06-18 21:08:23.582701
Prince William,6/18/2020,Female,4123,338,64,2020-06-18 21:08:23.582701
Virginia Beach,6/18/2020,Female,492,52,12,2020-06-18 21:08:23.582701
Norfolk,6/18/2020,Female,352,44,1,2020-06-18 21:08:23.582701
Three Rivers,6/18/2020,Female,170,30,7,2020-06-18 21:08:23.582701
Arlington,6/18/2020,Male,1198,222,66,2020-06-18 21:08:23.582701
Central Shenandoah,6/18/2020,Female,989,78,17,2020-06-18 21:08:23.582701
Southside,6/18/2020,Female,212,24,16,2020-06-18 21:08:23.582701
Southside,6/19/2020,Not Reported,5,0,0,2020-06-19 19:52:00.330873
Chesapeake,6/19/2020,Female,396,51,7,2020-06-19 19:52:00.330873
Richmond,6/19/2020,Female,909,85,6,2020-06-19 19:52:00.330873
Roanoke,6/19/2020,Male,122,6,2,2020-06-19 19:52:00.330873
Fairfax,6/19/2020,Not Reported,146,5,3,2020-06-19 19:52:00.330873
Thomas Jefferson,6/19/2020,Female,383,43,9,2020-06-19 19:52:00.330873
Chesapeake,6/19/2020,Not Reported,1,0,0,2020-06-19 19:52:00.330873
Cumberland Plateau,6/19/2020,Male,18,1,0,2020-06-19 19:52:00.330873
Eastern Shore,6/19/2020,Female,640,55,22,2020-06-19 19:52:00.330873
Lord Fairfax,6/19/2020,Not Reported,15,0,0,2020-06-19 19:52:00.330873
Rappahannock,6/19/2020,Not Reported,11,1,0,2020-06-19 19:52:00.330873
Central Shenandoah,6/19/2020,Not Reported,0,0,0,2020-06-19 19:52:00.330873
Peninsula,6/19/2020,Male,372,62,12,2020-06-19 19:52:00.330873
Norfolk,6/19/2020,Male,354,45,6,2020-06-19 19:52:00.330873
Alexandria,6/19/2020,Female,1121,103,26,2020-06-19 19:52:00.330873
Lenowisco,6/19/2020,Male,24,8,3,2020-06-19 19:52:00.330873
Pittsylvania-Danville,6/19/2020,Female,78,16,2,2020-06-19 19:52:00.330873
New River,6/19/2020,Not Reported,3,0,0,2020-06-19 19:52:00.330873
Chesterfield,6/19/2020,Not Reported,78,0,2,2020-06-19 19:52:00.330873
Loudoun,6/19/2020,Male,1724,127,31,2020-06-19 19:52:00.330873
Rappahannock Rapidan,6/19/2020,Female,662,39,6,2020-06-19 19:52:00.330873
Piedmont,6/19/2020,Female,264,38,3,2020-06-19 19:52:00.330873
Richmond,6/19/2020,Male,974,113,21,2020-06-19 19:52:00.330873
Crater,6/19/2020,Female,528,72,14,2020-06-19 19:52:00.330873
Portsmouth,6/19/2020,Female,189,35,7,2020-06-19 19:52:00.330873
Arlington,6/19/2020,Not Reported,4,1,0,2020-06-19 19:52:00.330873
Mount Rogers,6/19/2020,Not Reported,2,0,0,2020-06-19 19:52:00.330873
Thomas Jefferson,6/19/2020,Not Reported,4,0,0,2020-06-19 19:52:00.330873
Three Rivers,6/19/2020,Not Reported,18,0,0,2020-06-19 19:52:00.330873
Hampton,6/19/2020,Male,116,23,3,2020-06-19 19:52:00.330873
Alleghany,6/19/2020,Male,143,18,5,2020-06-19 19:52:00.330873
Roanoke,6/19/2020,Female,163,6,8,2020-06-19 19:52:00.330873
Loudoun,6/19/2020,Not Reported,19,0,1,2020-06-19 19:52:00.330873
Fairfax,6/19/2020,Female,6706,682,223,2020-06-19 19:52:00.330873
Western Tidewater,6/19/2020,Male,359,49,27,2020-06-19 19:52:00.330873
Peninsula,6/19/2020,Not Reported,4,0,0,2020-06-19 19:52:00.330873
New River,6/19/2020,Male,75,11,4,2020-06-19 19:52:00.330873
Central Shenandoah,6/19/2020,Male,857,70,15,2020-06-19 19:52:00.330873
Southside,6/19/2020,Male,145,22,10,2020-06-19 19:52:00.330873
Chesterfield,6/19/2020,Male,1287,69,32,2020-06-19 19:52:00.330873
Arlington,6/19/2020,Female,1185,186,60,2020-06-19 19:52:00.330873
Rappahannock,6/19/2020,Male,1043,114,22,2020-06-19 19:52:00.330873
Central Virginia,6/19/2020,Male,154,9,4,2020-06-19 19:52:00.330873
Alleghany,6/19/2020,Not Reported,3,0,0,2020-06-19 19:52:00.330873
Henrico,6/19/2020,Male,1060,126,67,2020-06-19 19:52:00.330873
Thomas Jefferson,6/19/2020,Male,352,38,10,2020-06-19 19:52:00.330873
Lord Fairfax,6/19/2020,Male,857,80,30,2020-06-19 19:52:00.330873
Three Rivers,6/19/2020,Male,403,16,2,2020-06-19 19:52:00.330873
Richmond,6/19/2020,Not Reported,46,2,2,2020-06-19 19:52:00.330873
Pittsylvania-Danville,6/19/2020,Male,65,17,1,2020-06-19 19:52:00.330873
Portsmouth,6/19/2020,Not Reported,3,0,0,2020-06-19 19:52:00.330873
Norfolk,6/19/2020,Not Reported,1,0,0,2020-06-19 19:52:00.330873
Chesapeake,6/19/2020,Male,312,54,9,2020-06-19 19:52:00.330873
Chickahominy,6/19/2020,Female,325,49,15,2020-06-19 19:52:00.330873
Prince William,6/19/2020,Male,4249,422,87,2020-06-19 19:52:00.330873
Eastern Shore,6/19/2020,Not Reported,18,0,0,2020-06-19 19:52:00.330873
Eastern Shore,6/19/2020,Male,631,51,19,2020-06-19 19:52:00.330873
Rappahannock Rapidan,6/19/2020,Male,693,62,11,2020-06-19 19:52:00.330873
Henrico,6/19/2020,Not Reported,10,0,1,2020-06-19 19:52:00.330873
Cumberland Plateau,6/19/2020,Female,19,1,0,2020-06-19 19:52:00.330873
West Piedmont,6/19/2020,Male,176,20,3,2020-06-19 19:52:00.330873
Hampton,6/19/2020,Not Reported,2,0,0,2020-06-19 19:52:00.330873
Alexandria,6/19/2020,Not Reported,10,0,0,2020-06-19 19:52:00.330873
Western Tidewater,6/19/2020,Not Reported,2,0,0,2020-06-19 19:52:00.330873
Cumberland Plateau,6/19/2020,Not Reported,0,0,0,2020-06-19 19:52:00.330873
Virginia Beach,6/19/2020,Male,438,60,15,2020-06-19 19:52:00.330873
Alleghany,6/19/2020,Female,159,10,9,2020-06-19 19:52:00.330873
Lenowisco,6/19/2020,Female,22,8,1,2020-06-19 19:52:00.330873
Virginia Beach,6/19/2020,Not Reported,9,0,0,2020-06-19 19:52:00.330873
Western Tidewater,6/19/2020,Female,349,29,19,2020-06-19 19:52:00.330873
Mount Rogers,6/19/2020,Male,272,43,14,2020-06-19 19:52:00.330873
Lord Fairfax,6/19/2020,Female,926,75,32,2020-06-19 19:52:00.330873
Piedmont,6/19/2020,Not Reported,1,0,0,2020-06-19 19:52:00.330873
Alexandria,6/19/2020,Male,1067,127,22,2020-06-19 19:52:00.330873
Pittsylvania-Danville,6/19/2020,Not Reported,1,0,0,2020-06-19 19:52:00.330873
West Piedmont,6/19/2020,Not Reported,5,0,0,2020-06-19 19:52:00.330873
Loudoun,6/19/2020,Female,1761,105,50,2020-06-19 19:52:00.330873
Hampton,6/19/2020,Female,134,14,2,2020-06-19 19:52:00.330873
Henrico,6/19/2020,Female,1298,115,70,2020-06-19 19:52:00.330873
Prince William,6/19/2020,Not Reported,89,1,0,2020-06-19 19:52:00.330873
Chickahominy,6/19/2020,Male,253,53,19,2020-06-19 19:52:00.330873
Rappahannock Rapidan,6/19/2020,Not Reported,32,2,1,2020-06-19 19:52:00.330873
Peninsula,6/19/2020,Female,435,62,21,2020-06-19 19:52:00.330873
Lenowisco,6/19/2020,Not Reported,0,0,0,2020-06-19 19:52:00.330873
Crater,6/19/2020,Not Reported,16,3,0,2020-06-19 19:52:00.330873
Chickahominy,6/19/2020,Not Reported,7,1,0,2020-06-19 19:52:00.330873
Portsmouth,6/19/2020,Male,213,25,6,2020-06-19 19:52:00.330873
New River,6/19/2020,Female,75,7,0,2020-06-19 19:52:00.330873
Rappahannock,6/19/2020,Female,1176,87,10,2020-06-19 19:52:00.330873
Central Virginia,6/19/2020,Female,139,8,0,2020-06-19 19:52:00.330873
Roanoke,6/19/2020,Not Reported,6,0,0,2020-06-19 19:52:00.330873
West Piedmont,6/19/2020,Female,186,16,2,2020-06-19 19:52:00.330873
Mount Rogers,6/19/2020,Female,339,20,9,2020-06-19 19:52:00.330873
Piedmont,6/19/2020,Male,682,41,4,2020-06-19 19:52:00.330873
Chesterfield,6/19/2020,Female,1276,61,31,2020-06-19 19:52:00.330873
Fairfax,6/19/2020,Male,6517,878,219,2020-06-19 19:52:00.330873
Crater,6/19/2020,Male,755,51,7,2020-06-19 19:52:00.330873
Central Virginia,6/19/2020,Not Reported,0,0,0,2020-06-19 19:52:00.330873
Prince William,6/19/2020,Female,4172,339,65,2020-06-19 19:52:00.330873
Virginia Beach,6/19/2020,Female,503,52,12,2020-06-19 19:52:00.330873
Norfolk,6/19/2020,Female,352,44,1,2020-06-19 19:52:00.330873
Three Rivers,6/19/2020,Female,177,32,9,2020-06-19 19:52:00.330873
Arlington,6/19/2020,Male,1207,222,66,2020-06-19 19:52:00.330873
Central Shenandoah,6/19/2020,Female,993,78,17,2020-06-19 19:52:00.330873
Southside,6/19/2020,Female,213,25,16,2020-06-19 19:52:00.330873
Southside,6/20/2020,Not Reported,5,0,0,2020-06-20 21:24:05.255432
Chesapeake,6/20/2020,Female,403,51,7,2020-06-20 21:24:05.255432
Richmond,6/20/2020,Female,924,85,6,2020-06-20 21:24:05.255432
Roanoke,6/20/2020,Male,128,6,2,2020-06-20 21:24:05.255432
Fairfax,6/20/2020,Not Reported,149,5,3,2020-06-20 21:24:05.255432
Thomas Jefferson,6/20/2020,Female,398,43,9,2020-06-20 21:24:05.255432
Chesapeake,6/20/2020,Not Reported,1,0,0,2020-06-20 21:24:05.255432
Cumberland Plateau,6/20/2020,Male,18,1,0,2020-06-20 21:24:05.255432
Eastern Shore,6/20/2020,Female,643,55,22,2020-06-20 21:24:05.255432
Lord Fairfax,6/20/2020,Not Reported,15,0,0,2020-06-20 21:24:05.255432
Rappahannock,6/20/2020,Not Reported,11,1,0,2020-06-20 21:24:05.255432
Central Shenandoah,6/20/2020,Not Reported,0,0,0,2020-06-20 21:24:05.255432
Peninsula,6/20/2020,Male,380,62,12,2020-06-20 21:24:05.255432
Norfolk,6/20/2020,Male,360,45,6,2020-06-20 21:24:05.255432
Alexandria,6/20/2020,Female,1132,104,27,2020-06-20 21:24:05.255432
Lenowisco,6/20/2020,Male,24,8,3,2020-06-20 21:24:05.255432
Pittsylvania-Danville,6/20/2020,Female,83,16,2,2020-06-20 21:24:05.255432
New River,6/20/2020,Not Reported,3,0,0,2020-06-20 21:24:05.255432
Chesterfield,6/20/2020,Not Reported,80,0,2,2020-06-20 21:24:05.255432
Loudoun,6/20/2020,Male,1746,127,31,2020-06-20 21:24:05.255432
Rappahannock Rapidan,6/20/2020,Female,664,39,6,2020-06-20 21:24:05.255432
Piedmont,6/20/2020,Female,264,38,3,2020-06-20 21:24:05.255432
Richmond,6/20/2020,Male,988,112,21,2020-06-20 21:24:05.255432
Crater,6/20/2020,Female,532,72,14,2020-06-20 21:24:05.255432
Portsmouth,6/20/2020,Female,189,35,7,2020-06-20 21:24:05.255432
Arlington,6/20/2020,Not Reported,4,1,0,2020-06-20 21:24:05.255432
Mount Rogers,6/20/2020,Not Reported,2,0,0,2020-06-20 21:24:05.255432
Thomas Jefferson,6/20/2020,Not Reported,5,0,0,2020-06-20 21:24:05.255432
Three Rivers,6/20/2020,Not Reported,18,0,0,2020-06-20 21:24:05.255432
Hampton,6/20/2020,Male,117,23,3,2020-06-20 21:24:05.255432
Alleghany,6/20/2020,Male,153,20,5,2020-06-20 21:24:05.255432
Roanoke,6/20/2020,Female,174,7,8,2020-06-20 21:24:05.255432
Loudoun,6/20/2020,Not Reported,19,0,1,2020-06-20 21:24:05.255432
Fairfax,6/20/2020,Female,6755,682,224,2020-06-20 21:24:05.255432
Western Tidewater,6/20/2020,Male,362,49,27,2020-06-20 21:24:05.255432
Peninsula,6/20/2020,Not Reported,4,0,0,2020-06-20 21:24:05.255432
New River,6/20/2020,Male,85,12,4,2020-06-20 21:24:05.255432
Central Shenandoah,6/20/2020,Male,865,70,15,2020-06-20 21:24:05.255432
Southside,6/20/2020,Male,145,22,10,2020-06-20 21:24:05.255432
Chesterfield,6/20/2020,Male,1338,69,32,2020-06-20 21:24:05.255432
Arlington,6/20/2020,Female,1191,187,60,2020-06-20 21:24:05.255432
Rappahannock,6/20/2020,Male,1052,114,23,2020-06-20 21:24:05.255432
Central Virginia,6/20/2020,Male,159,9,4,2020-06-20 21:24:05.255432
Alleghany,6/20/2020,Not Reported,3,0,0,2020-06-20 21:24:05.255432
Henrico,6/20/2020,Male,1065,126,67,2020-06-20 21:24:05.255432
Thomas Jefferson,6/20/2020,Male,362,38,10,2020-06-20 21:24:05.255432
Lord Fairfax,6/20/2020,Male,864,80,30,2020-06-20 21:24:05.255432
Three Rivers,6/20/2020,Male,413,16,2,2020-06-20 21:24:05.255432
Richmond,6/20/2020,Not Reported,48,2,2,2020-06-20 21:24:05.255432
Pittsylvania-Danville,6/20/2020,Male,70,17,1,2020-06-20 21:24:05.255432
Portsmouth,6/20/2020,Not Reported,3,0,0,2020-06-20 21:24:05.255432
Norfolk,6/20/2020,Not Reported,1,0,0,2020-06-20 21:24:05.255432
Chesapeake,6/20/2020,Male,317,54,9,2020-06-20 21:24:05.255432
Chickahominy,6/20/2020,Female,331,49,15,2020-06-20 21:24:05.255432
Prince William,6/20/2020,Male,4270,421,87,2020-06-20 21:24:05.255432
Eastern Shore,6/20/2020,Not Reported,18,0,0,2020-06-20 21:24:05.255432
Eastern Shore,6/20/2020,Male,631,51,19,2020-06-20 21:24:05.255432
Rappahannock Rapidan,6/20/2020,Male,697,62,11,2020-06-20 21:24:05.255432
Henrico,6/20/2020,Not Reported,10,0,1,2020-06-20 21:24:05.255432
Cumberland Plateau,6/20/2020,Female,19,1,0,2020-06-20 21:24:05.255432
West Piedmont,6/20/2020,Male,178,20,3,2020-06-20 21:24:05.255432
Hampton,6/20/2020,Not Reported,2,0,0,2020-06-20 21:24:05.255432
Alexandria,6/20/2020,Not Reported,10,0,0,2020-06-20 21:24:05.255432
Western Tidewater,6/20/2020,Not Reported,2,0,0,2020-06-20 21:24:05.255432
Cumberland Plateau,6/20/2020,Not Reported,0,0,0,2020-06-20 21:24:05.255432
Virginia Beach,6/20/2020,Male,439,60,15,2020-06-20 21:24:05.255432
Alleghany,6/20/2020,Female,163,10,9,2020-06-20 21:24:05.255432
Lenowisco,6/20/2020,Female,22,8,1,2020-06-20 21:24:05.255432
Virginia Beach,6/20/2020,Not Reported,14,0,0,2020-06-20 21:24:05.255432
Western Tidewater,6/20/2020,Female,351,30,19,2020-06-20 21:24:05.255432
Mount Rogers,6/20/2020,Male,278,43,14,2020-06-20 21:24:05.255432
Lord Fairfax,6/20/2020,Female,926,75,32,2020-06-20 21:24:05.255432
Piedmont,6/20/2020,Not Reported,1,0,0,2020-06-20 21:24:05.255432
Alexandria,6/20/2020,Male,1075,127,22,2020-06-20 21:24:05.255432
Pittsylvania-Danville,6/20/2020,Not Reported,1,0,0,2020-06-20 21:24:05.255432
West Piedmont,6/20/2020,Not Reported,6,0,0,2020-06-20 21:24:05.255432
Loudoun,6/20/2020,Female,1778,105,50,2020-06-20 21:24:05.255432
Hampton,6/20/2020,Female,139,14,2,2020-06-20 21:24:05.255432
Henrico,6/20/2020,Female,1308,115,70,2020-06-20 21:24:05.255432
Prince William,6/20/2020,Not Reported,85,1,0,2020-06-20 21:24:05.255432
Chickahominy,6/20/2020,Male,259,53,19,2020-06-20 21:24:05.255432
Rappahannock Rapidan,6/20/2020,Not Reported,32,2,1,2020-06-20 21:24:05.255432
Peninsula,6/20/2020,Female,451,62,21,2020-06-20 21:24:05.255432
Lenowisco,6/20/2020,Not Reported,0,0,0,2020-06-20 21:24:05.255432
Crater,6/20/2020,Not Reported,18,3,0,2020-06-20 21:24:05.255432
Chickahominy,6/20/2020,Not Reported,7,1,0,2020-06-20 21:24:05.255432
Portsmouth,6/20/2020,Male,213,25,6,2020-06-20 21:24:05.255432
New River,6/20/2020,Female,81,7,0,2020-06-20 21:24:05.255432
Rappahannock,6/20/2020,Female,1192,89,10,2020-06-20 21:24:05.255432
Central Virginia,6/20/2020,Female,144,8,0,2020-06-20 21:24:05.255432
Roanoke,6/20/2020,Not Reported,6,0,0,2020-06-20 21:24:05.255432
West Piedmont,6/20/2020,Female,186,16,2,2020-06-20 21:24:05.255432
Mount Rogers,6/20/2020,Female,346,20,9,2020-06-20 21:24:05.255432
Piedmont,6/20/2020,Male,683,41,4,2020-06-20 21:24:05.255432
Chesterfield,6/20/2020,Female,1315,61,31,2020-06-20 21:24:05.255432
Fairfax,6/20/2020,Male,6564,879,221,2020-06-20 21:24:05.255432
Crater,6/20/2020,Male,764,51,7,2020-06-20 21:24:05.255432
Central Virginia,6/20/2020,Not Reported,0,0,0,2020-06-20 21:24:05.255432
Prince William,6/20/2020,Female,4212,339,65,2020-06-20 21:24:05.255432
Virginia Beach,6/20/2020,Female,503,52,12,2020-06-20 21:24:05.255432
Norfolk,6/20/2020,Female,362,45,1,2020-06-20 21:24:05.255432
Three Rivers,6/20/2020,Female,189,32,9,2020-06-20 21:24:05.255432
Arlington,6/20/2020,Male,1210,223,66,2020-06-20 21:24:05.255432
Central Shenandoah,6/20/2020,Female,1005,78,17,2020-06-20 21:24:05.255432
Southside,6/20/2020,Female,213,25,16,2020-06-20 21:24:05.255432
Southside,6/21/2020,Not Reported,4,0,0,2020-06-21 20:58:52.731278
Chesapeake,6/21/2020,Female,411,52,7,2020-06-21 20:58:52.731278
Richmond,6/21/2020,Female,939,85,6,2020-06-21 20:58:52.731278
Roanoke,6/21/2020,Male,132,6,2,2020-06-21 20:58:52.731278
Fairfax,6/21/2020,Not Reported,135,3,3,2020-06-21 20:58:52.731278
Thomas Jefferson,6/21/2020,Female,408,43,9,2020-06-21 20:58:52.731278
Chesapeake,6/21/2020,Not Reported,1,0,0,2020-06-21 20:58:52.731278
Cumberland Plateau,6/21/2020,Male,18,1,0,2020-06-21 20:58:52.731278
Eastern Shore,6/21/2020,Female,652,55,23,2020-06-21 20:58:52.731278
Lord Fairfax,6/21/2020,Not Reported,8,0,0,2020-06-21 20:58:52.731278
Rappahannock,6/21/2020,Not Reported,11,1,0,2020-06-21 20:58:52.731278
Central Shenandoah,6/21/2020,Not Reported,0,0,0,2020-06-21 20:58:52.731278
Peninsula,6/21/2020,Male,390,62,12,2020-06-21 20:58:52.731278
Norfolk,6/21/2020,Male,366,45,6,2020-06-21 20:58:52.731278
Alexandria,6/21/2020,Female,1137,104,27,2020-06-21 20:58:52.731278
Lenowisco,6/21/2020,Male,24,8,3,2020-06-21 20:58:52.731278
Pittsylvania-Danville,6/21/2020,Female,85,16,2,2020-06-21 20:58:52.731278
New River,6/21/2020,Not Reported,3,0,0,2020-06-21 20:58:52.731278
Chesterfield,6/21/2020,Not Reported,72,0,2,2020-06-21 20:58:52.731278
Loudoun,6/21/2020,Male,1771,136,31,2020-06-21 20:58:52.731278
Rappahannock Rapidan,6/21/2020,Female,671,40,6,2020-06-21 20:58:52.731278
Piedmont,6/21/2020,Female,264,38,3,2020-06-21 20:58:52.731278
Richmond,6/21/2020,Male,1004,112,21,2020-06-21 20:58:52.731278
Crater,6/21/2020,Female,533,73,14,2020-06-21 20:58:52.731278
Portsmouth,6/21/2020,Female,190,35,7,2020-06-21 20:58:52.731278
Arlington,6/21/2020,Not Reported,1,0,0,2020-06-21 20:58:52.731278
Mount Rogers,6/21/2020,Not Reported,2,0,0,2020-06-21 20:58:52.731278
Thomas Jefferson,6/21/2020,Not Reported,3,0,0,2020-06-21 20:58:52.731278
Three Rivers,6/21/2020,Not Reported,18,0,0,2020-06-21 20:58:52.731278
Hampton,6/21/2020,Male,120,23,3,2020-06-21 20:58:52.731278
Alleghany,6/21/2020,Male,153,20,5,2020-06-21 20:58:52.731278
Roanoke,6/21/2020,Female,175,7,8,2020-06-21 20:58:52.731278
Loudoun,6/21/2020,Not Reported,14,0,1,2020-06-21 20:58:52.731278
Fairfax,6/21/2020,Female,6813,688,224,2020-06-21 20:58:52.731278
Western Tidewater,6/21/2020,Male,363,49,27,2020-06-21 20:58:52.731278
Peninsula,6/21/2020,Not Reported,3,0,0,2020-06-21 20:58:52.731278
New River,6/21/2020,Male,88,13,4,2020-06-21 20:58:52.731278
Central Shenandoah,6/21/2020,Male,873,71,15,2020-06-21 20:58:52.731278
Southside,6/21/2020,Male,145,22,10,2020-06-21 20:58:52.731278
Chesterfield,6/21/2020,Male,1347,69,32,2020-06-21 20:58:52.731278
Arlington,6/21/2020,Female,1197,188,60,2020-06-21 20:58:52.731278
Rappahannock,6/21/2020,Male,1060,114,23,2020-06-21 20:58:52.731278
Central Virginia,6/21/2020,Male,160,9,4,2020-06-21 20:58:52.731278
Alleghany,6/21/2020,Not Reported,3,0,0,2020-06-21 20:58:52.731278
Henrico,6/21/2020,Male,1085,125,67,2020-06-21 20:58:52.731278
Thomas Jefferson,6/21/2020,Male,373,38,10,2020-06-21 20:58:52.731278
Lord Fairfax,6/21/2020,Male,888,81,30,2020-06-21 20:58:52.731278
Three Rivers,6/21/2020,Male,416,16,2,2020-06-21 20:58:52.731278
Richmond,6/21/2020,Not Reported,42,2,2,2020-06-21 20:58:52.731278
Pittsylvania-Danville,6/21/2020,Male,72,17,1,2020-06-21 20:58:52.731278
Portsmouth,6/21/2020,Not Reported,3,0,0,2020-06-21 20:58:52.731278
Norfolk,6/21/2020,Not Reported,0,0,0,2020-06-21 20:58:52.731278
Chesapeake,6/21/2020,Male,321,53,9,2020-06-21 20:58:52.731278
Chickahominy,6/21/2020,Female,334,51,15,2020-06-21 20:58:52.731278
Prince William,6/21/2020,Male,4311,421,89,2020-06-21 20:58:52.731278
Eastern Shore,6/21/2020,Not Reported,10,0,0,2020-06-21 20:58:52.731278
Eastern Shore,6/21/2020,Male,639,51,19,2020-06-21 20:58:52.731278
Rappahannock Rapidan,6/21/2020,Male,697,62,11,2020-06-21 20:58:52.731278
Henrico,6/21/2020,Not Reported,9,0,1,2020-06-21 20:58:52.731278
Cumberland Plateau,6/21/2020,Female,19,1,0,2020-06-21 20:58:52.731278
West Piedmont,6/21/2020,Male,181,20,3,2020-06-21 20:58:52.731278
Hampton,6/21/2020,Not Reported,2,0,0,2020-06-21 20:58:52.731278
Alexandria,6/21/2020,Not Reported,9,0,0,2020-06-21 20:58:52.731278
Western Tidewater,6/21/2020,Not Reported,2,0,0,2020-06-21 20:58:52.731278
Cumberland Plateau,6/21/2020,Not Reported,0,0,0,2020-06-21 20:58:52.731278
Virginia Beach,6/21/2020,Male,451,61,15,2020-06-21 20:58:52.731278
Alleghany,6/21/2020,Female,163,10,9,2020-06-21 20:58:52.731278
Lenowisco,6/21/2020,Female,22,8,1,2020-06-21 20:58:52.731278
Virginia Beach,6/21/2020,Not Reported,12,0,0,2020-06-21 20:58:52.731278
Western Tidewater,6/21/2020,Female,360,30,19,2020-06-21 20:58:52.731278
Mount Rogers,6/21/2020,Male,281,43,14,2020-06-21 20:58:52.731278
Lord Fairfax,6/21/2020,Female,948,75,32,2020-06-21 20:58:52.731278
Piedmont,6/21/2020,Not Reported,0,0,0,2020-06-21 20:58:52.731278
Alexandria,6/21/2020,Male,1081,127,22,2020-06-21 20:58:52.731278
Pittsylvania-Danville,6/21/2020,Not Reported,1,0,0,2020-06-21 20:58:52.731278
West Piedmont,6/21/2020,Not Reported,4,0,0,2020-06-21 20:58:52.731278
Loudoun,6/21/2020,Female,1800,112,51,2020-06-21 20:58:52.731278
Hampton,6/21/2020,Female,142,14,2,2020-06-21 20:58:52.731278
Henrico,6/21/2020,Female,1319,115,70,2020-06-21 20:58:52.731278
Prince William,6/21/2020,Not Reported,77,1,0,2020-06-21 20:58:52.731278
Chickahominy,6/21/2020,Male,265,53,19,2020-06-21 20:58:52.731278
Rappahannock Rapidan,6/21/2020,Not Reported,27,1,1,2020-06-21 20:58:52.731278
Peninsula,6/21/2020,Female,456,62,21,2020-06-21 20:58:52.731278
Lenowisco,6/21/2020,Not Reported,0,0,0,2020-06-21 20:58:52.731278
