age_group,health_district,number_of_cases,number_of_deaths,number_of_hospitalizations,report_date
10-19,Rappahannock,539,0,6,2020-09-17 00:00:00
20-29,Rappahannock,1010,0,20,2020-09-17 00:00:00
30-39,Rappahannock,866,0,29,2020-09-17 00:00:00
40-49,Rappahannock,814,3,52,2020-09-17 00:00:00
50-59,Rappahannock,733,5,67,2020-09-17 00:00:00
60-69,Rappahannock,391,11,68,2020-09-17 00:00:00
70-79,Rappahannock,207,19,56,2020-09-17 00:00:00
80+,Rappahannock,214,31,77,2020-09-17 00:00:00
Missing,Rappahannock,33,0,1,2020-09-17 00:00:00
0-9,Rappahannock Rapidan,122,0,1,2020-09-17 00:00:00
10-19,Rappahannock Rapidan,239,0,4,2020-09-17 00:00:00
20-29,Rappahannock Rapidan,457,0,6,2020-09-17 00:00:00
30-39,Rappahannock Rapidan,463,1,21,2020-09-17 00:00:00
40-49,Rappahannock Rapidan,437,3,25,2020-09-17 00:00:00
50-59,Rappahannock Rapidan,388,2,39,2020-09-17 00:00:00
60-69,Rappahannock Rapidan,215,6,30,2020-09-17 00:00:00
70-79,Rappahannock Rapidan,93,10,19,2020-09-17 00:00:00
80+,Rappahannock Rapidan,92,24,24,2020-09-17 00:00:00
Missing,Rappahannock Rapidan,15,0,0,2020-09-17 00:00:00
0-9,Richmond,162,0,6,2020-09-17 00:00:00
10-19,Richmond,416,0,5,2020-09-17 00:00:00
20-29,Richmond,1189,0,23,2020-09-17 00:00:00
30-39,Richmond,891,1,50,2020-09-17 00:00:00
40-49,Richmond,608,5,45,2020-09-17 00:00:00
50-59,Richmond,474,4,79,2020-09-17 00:00:00
60-69,Richmond,353,9,84,2020-09-17 00:00:00
70-79,Richmond,180,22,72,2020-09-17 00:00:00
80+,Richmond,105,15,38,2020-09-17 00:00:00
Missing,Richmond,29,0,1,2020-09-17 00:00:00
0-9,Roanoke,53,0,0,2020-09-17 00:00:00
10-19,Roanoke,154,0,1,2020-09-17 00:00:00
20-29,Roanoke,326,0,6,2020-09-17 00:00:00
30-39,Roanoke,290,0,6,2020-09-17 00:00:00
40-49,Roanoke,208,0,9,2020-09-17 00:00:00
50-59,Roanoke,156,0,9,2020-09-17 00:00:00
60-69,Roanoke,105,1,10,2020-09-17 00:00:00
70-79,Roanoke,65,3,11,2020-09-17 00:00:00
80+,Roanoke,87,12,9,2020-09-17 00:00:00
Missing,Roanoke,3,0,0,2020-09-17 00:00:00
0-9,Southside,30,0,0,2020-09-17 00:00:00
10-19,Southside,54,0,0,2020-09-17 00:00:00
20-29,Southside,178,0,2,2020-09-17 00:00:00
30-39,Southside,228,0,4,2020-09-17 00:00:00
40-49,Southside,212,0,6,2020-09-17 00:00:00
50-59,Southside,201,2,16,2020-09-17 00:00:00
60-69,Southside,180,8,20,2020-09-17 00:00:00
70-79,Southside,118,17,18,2020-09-17 00:00:00
80+,Southside,103,13,13,2020-09-17 00:00:00
Missing,Southside,2,0,0,2020-09-17 00:00:00
0-9,Thomas Jefferson,116,0,1,2020-09-17 00:00:00
10-19,Thomas Jefferson,477,0,4,2020-09-17 00:00:00
20-29,Thomas Jefferson,627,0,3,2020-09-17 00:00:00
30-39,Thomas Jefferson,487,0,14,2020-09-17 00:00:00
40-49,Thomas Jefferson,416,0,24,2020-09-17 00:00:00
50-59,Thomas Jefferson,316,4,25,2020-09-17 00:00:00
60-69,Thomas Jefferson,233,6,40,2020-09-17 00:00:00
70-79,Thomas Jefferson,166,14,30,2020-09-17 00:00:00
80+,Thomas Jefferson,185,39,40,2020-09-17 00:00:00
Missing,Thomas Jefferson,4,0,0,2020-09-17 00:00:00
0-9,Three Rivers,45,0,1,2020-09-17 00:00:00
10-19,Three Rivers,111,0,1,2020-09-17 00:00:00
20-29,Three Rivers,286,0,6,2020-09-17 00:00:00
30-39,Three Rivers,277,0,8,2020-09-17 00:00:00
40-49,Three Rivers,264,2,16,2020-09-17 00:00:00
50-59,Three Rivers,236,0,17,2020-09-17 00:00:00
60-69,Three Rivers,178,2,22,2020-09-17 00:00:00
70-79,Three Rivers,87,12,19,2020-09-17 00:00:00
80+,Three Rivers,73,12,15,2020-09-17 00:00:00
Missing,Three Rivers,15,0,1,2020-09-17 00:00:00
0-9,Virginia Beach,227,0,1,2020-09-17 00:00:00
10-19,Virginia Beach,531,0,1,2020-09-17 00:00:00
20-29,Virginia Beach,1679,0,13,2020-09-17 00:00:00
30-39,Virginia Beach,1240,1,26,2020-09-17 00:00:00
40-49,Virginia Beach,869,2,35,2020-09-17 00:00:00
50-59,Virginia Beach,775,3,48,2020-09-17 00:00:00
60-69,Virginia Beach,579,9,73,2020-09-17 00:00:00
70-79,Virginia Beach,292,26,79,2020-09-17 00:00:00
80+,Virginia Beach,234,37,73,2020-09-17 00:00:00
Missing,Virginia Beach,127,0,0,2020-09-17 00:00:00
0-9,Western Tidewater,110,0,1,2020-09-17 00:00:00
10-19,Western Tidewater,240,0,0,2020-09-17 00:00:00
20-29,Western Tidewater,466,0,6,2020-09-17 00:00:00
30-39,Western Tidewater,506,2,18,2020-09-17 00:00:00
40-49,Western Tidewater,491,3,13,2020-09-17 00:00:00
50-59,Western Tidewater,645,7,33,2020-09-17 00:00:00
60-69,Western Tidewater,469,13,43,2020-09-17 00:00:00
70-79,Western Tidewater,280,27,40,2020-09-17 00:00:00
80+,Western Tidewater,234,61,41,2020-09-17 00:00:00
Missing,Western Tidewater,24,0,0,2020-09-17 00:00:00
0-9,West Piedmont,49,0,2,2020-09-17 00:00:00
10-19,West Piedmont,162,0,1,2020-09-17 00:00:00
20-29,West Piedmont,282,0,4,2020-09-17 00:00:00
30-39,West Piedmont,246,0,7,2020-09-17 00:00:00
40-49,West Piedmont,292,4,19,2020-09-17 00:00:00
50-59,West Piedmont,320,3,47,2020-09-17 00:00:00
60-69,West Piedmont,251,5,44,2020-09-17 00:00:00
70-79,West Piedmont,160,20,57,2020-09-17 00:00:00
80+,West Piedmont,147,24,49,2020-09-17 00:00:00
Missing,West Piedmont,0,0,0,2020-09-17 00:00:00
0-9,Alexandria,229,0,3,2020-09-18 00:00:00
10-19,Alexandria,262,0,4,2020-09-18 00:00:00
20-29,Alexandria,677,1,12,2020-09-18 00:00:00
30-39,Alexandria,855,1,37,2020-09-18 00:00:00
40-49,Alexandria,644,0,47,2020-09-18 00:00:00
50-59,Alexandria,469,13,63,2020-09-18 00:00:00
60-69,Alexandria,277,3,60,2020-09-18 00:00:00
70-79,Alexandria,130,19,46,2020-09-18 00:00:00
80+,Alexandria,117,30,36,2020-09-18 00:00:00
Missing,Alexandria,11,0,0,2020-09-18 00:00:00
0-9,Alleghany,47,0,0,2020-09-18 00:00:00
10-19,Alleghany,180,0,1,2020-09-18 00:00:00
20-29,Alleghany,311,0,1,2020-09-18 00:00:00
30-39,Alleghany,187,0,5,2020-09-18 00:00:00
40-49,Alleghany,187,0,5,2020-09-18 00:00:00
50-59,Alleghany,228,1,12,2020-09-18 00:00:00
60-69,Alleghany,126,1,14,2020-09-18 00:00:00
70-79,Alleghany,113,14,18,2020-09-18 00:00:00
80+,Alleghany,58,8,15,2020-09-18 00:00:00
Missing,Alleghany,4,0,0,2020-09-18 00:00:00
0-9,Arlington,103,0,2,2020-09-18 00:00:00
10-19,Arlington,215,0,5,2020-09-18 00:00:00
20-29,Arlington,843,0,24,2020-09-18 00:00:00
30-39,Arlington,718,0,47,2020-09-18 00:00:00
40-49,Arlington,620,9,65,2020-09-18 00:00:00
50-59,Arlington,510,7,81,2020-09-18 00:00:00
60-69,Arlington,359,20,91,2020-09-18 00:00:00
70-79,Arlington,211,36,82,2020-09-18 00:00:00
80+,Arlington,223,74,93,2020-09-18 00:00:00
Missing,Arlington,17,0,1,2020-09-18 00:00:00
0-9,Central Shenandoah,120,0,0,2020-09-18 00:00:00
10-19,Central Shenandoah,865,0,1,2020-09-18 00:00:00
20-29,Central Shenandoah,1458,0,14,2020-09-18 00:00:00
30-39,Central Shenandoah,530,1,10,2020-09-18 00:00:00
40-49,Central Shenandoah,555,0,21,2020-09-18 00:00:00
50-59,Central Shenandoah,578,6,44,2020-09-18 00:00:00
60-69,Central Shenandoah,409,15,58,2020-09-18 00:00:00
70-79,Central Shenandoah,213,19,61,2020-09-18 00:00:00
80+,Central Shenandoah,188,29,47,2020-09-18 00:00:00
Missing,Central Shenandoah,8,0,0,2020-09-18 00:00:00
0-9,Central Virginia,82,0,0,2020-09-18 00:00:00
10-19,Central Virginia,353,0,2,2020-09-18 00:00:00
20-29,Central Virginia,736,0,5,2020-09-18 00:00:00
30-39,Central Virginia,359,0,15,2020-09-18 00:00:00
40-49,Central Virginia,364,1,4,2020-09-18 00:00:00
50-59,Central Virginia,426,4,17,2020-09-18 00:00:00
60-69,Central Virginia,287,4,26,2020-09-18 00:00:00
70-79,Central Virginia,173,9,19,2020-09-18 00:00:00
80+,Central Virginia,122,13,16,2020-09-18 00:00:00
Missing,Central Virginia,4,0,0,2020-09-18 00:00:00
0-9,Chesapeake,137,0,1,2020-09-18 00:00:00
10-19,Chesapeake,335,0,4,2020-09-18 00:00:00
20-29,Chesapeake,767,0,7,2020-09-18 00:00:00
30-39,Chesapeake,762,0,24,2020-09-18 00:00:00
40-49,Chesapeake,632,1,46,2020-09-18 00:00:00
50-59,Chesapeake,615,7,68,2020-09-18 00:00:00
60-69,Chesapeake,472,15,96,2020-09-18 00:00:00
70-79,Chesapeake,229,12,78,2020-09-18 00:00:00
80+,Chesapeake,178,31,57,2020-09-18 00:00:00
Missing,Chesapeake,42,0,1,2020-09-18 00:00:00
0-9,Chesterfield,252,0,3,2020-09-18 00:00:00
10-19,Chesterfield,633,0,2,2020-09-18 00:00:00
20-29,Chesterfield,1161,0,15,2020-09-18 00:00:00
30-39,Chesterfield,1169,1,30,2020-09-18 00:00:00
40-49,Chesterfield,1008,4,50,2020-09-18 00:00:00
50-59,Chesterfield,854,7,70,2020-09-18 00:00:00
60-69,Chesterfield,520,23,82,2020-09-18 00:00:00
70-79,Chesterfield,226,30,45,2020-09-18 00:00:00
80+,Chesterfield,192,54,45,2020-09-18 00:00:00
Missing,Chesterfield,136,0,1,2020-09-18 00:00:00
0-9,Chickahominy,35,0,0,2020-09-18 00:00:00
10-19,Chickahominy,191,0,0,2020-09-18 00:00:00
20-29,Chickahominy,301,0,4,2020-09-18 00:00:00
30-39,Chickahominy,247,0,3,2020-09-18 00:00:00
40-49,Chickahominy,236,1,16,2020-09-18 00:00:00
50-59,Chickahominy,293,1,30,2020-09-18 00:00:00
60-69,Chickahominy,174,9,32,2020-09-18 00:00:00
70-79,Chickahominy,110,8,30,2020-09-18 00:00:00
80+,Chickahominy,105,30,42,2020-09-18 00:00:00
Missing,Chickahominy,20,0,0,2020-09-18 00:00:00
0-9,Crater,76,0,2,2020-09-18 00:00:00
10-19,Crater,171,0,2,2020-09-18 00:00:00
20-29,Crater,599,0,9,2020-09-18 00:00:00
30-39,Crater,675,0,13,2020-09-18 00:00:00
40-49,Crater,571,1,27,2020-09-18 00:00:00
50-59,Crater,628,6,55,2020-09-18 00:00:00
60-69,Crater,448,23,69,2020-09-18 00:00:00
70-79,Crater,251,31,51,2020-09-18 00:00:00
80+,Crater,195,35,42,2020-09-18 00:00:00
Missing,Crater,34,0,0,2020-09-18 00:00:00
0-9,Cumberland Plateau,28,0,0,2020-09-18 00:00:00
10-19,Cumberland Plateau,95,0,1,2020-09-18 00:00:00
20-29,Cumberland Plateau,99,0,0,2020-09-18 00:00:00
30-39,Cumberland Plateau,86,0,2,2020-09-18 00:00:00
40-49,Cumberland Plateau,108,1,5,2020-09-18 00:00:00
50-59,Cumberland Plateau,106,1,13,2020-09-18 00:00:00
60-69,Cumberland Plateau,79,2,16,2020-09-18 00:00:00
70-79,Cumberland Plateau,46,0,5,2020-09-18 00:00:00
80+,Cumberland Plateau,30,5,10,2020-09-18 00:00:00
Missing,Cumberland Plateau,0,0,0,2020-09-18 00:00:00
0-9,Eastern Shore,28,0,2,2020-09-18 00:00:00
10-19,Eastern Shore,77,0,1,2020-09-18 00:00:00
20-29,Eastern Shore,217,0,6,2020-09-18 00:00:00
30-39,Eastern Shore,254,0,11,2020-09-18 00:00:00
40-49,Eastern Shore,266,2,13,2020-09-18 00:00:00
50-59,Eastern Shore,294,6,24,2020-09-18 00:00:00
60-69,Eastern Shore,205,8,31,2020-09-18 00:00:00
70-79,Eastern Shore,70,14,25,2020-09-18 00:00:00
80+,Eastern Shore,55,20,25,2020-09-18 00:00:00
Missing,Eastern Shore,6,0,0,2020-09-18 00:00:00
0-9,Fairfax,820,0,27,2020-09-18 00:00:00
10-19,Fairfax,1617,0,33,2020-09-18 00:00:00
20-29,Fairfax,3596,3,105,2020-09-18 00:00:00
30-39,Fairfax,3862,9,235,2020-09-18 00:00:00
40-49,Fairfax,3503,15,336,2020-09-18 00:00:00
50-59,Fairfax,3041,40,384,2020-09-18 00:00:00
60-69,Fairfax,1872,80,396,2020-09-18 00:00:00
70-79,Fairfax,837,124,285,2020-09-18 00:00:00
80+,Fairfax,914,316,339,2020-09-18 00:00:00
Missing,Fairfax,180,0,6,2020-09-18 00:00:00
0-9,Hampton,46,0,0,2020-09-18 00:00:00
10-19,Hampton,112,0,0,2020-09-18 00:00:00
20-29,Hampton,448,0,3,2020-09-18 00:00:00
30-39,Hampton,323,0,3,2020-09-18 00:00:00
40-49,Hampton,246,1,9,2020-09-18 00:00:00
50-59,Hampton,243,4,12,2020-09-18 00:00:00
60-69,Hampton,167,8,13,2020-09-18 00:00:00
70-79,Hampton,92,5,13,2020-09-18 00:00:00
80+,Hampton,52,3,5,2020-09-18 00:00:00
Missing,Hampton,32,0,0,2020-09-18 00:00:00
0-9,Henrico,191,0,6,2020-09-18 00:00:00
10-19,Henrico,462,0,6,2020-09-18 00:00:00
20-29,Henrico,930,1,21,2020-09-18 00:00:00
30-39,Henrico,913,0,22,2020-09-18 00:00:00
40-49,Henrico,760,2,46,2020-09-18 00:00:00
50-59,Henrico,655,13,69,2020-09-18 00:00:00
60-69,Henrico,452,39,69,2020-09-18 00:00:00
70-79,Henrico,321,49,71,2020-09-18 00:00:00
80+,Henrico,448,101,99,2020-09-18 00:00:00
Missing,Henrico,50,1,1,2020-09-18 00:00:00
0-9,Lenowisco,37,0,0,2020-09-18 00:00:00
10-19,Lenowisco,77,0,0,2020-09-18 00:00:00
20-29,Lenowisco,122,0,0,2020-09-18 00:00:00
30-39,Lenowisco,132,1,3,2020-09-18 00:00:00
40-49,Lenowisco,121,0,6,2020-09-18 00:00:00
50-59,Lenowisco,125,1,14,2020-09-18 00:00:00
60-69,Lenowisco,123,3,15,2020-09-18 00:00:00
70-79,Lenowisco,83,10,25,2020-09-18 00:00:00
80+,Lenowisco,29,2,9,2020-09-18 00:00:00
Missing,Lenowisco,1,0,0,2020-09-18 00:00:00
0-9,Lord Fairfax,99,0,2,2020-09-18 00:00:00
10-19,Lord Fairfax,253,0,4,2020-09-18 00:00:00
20-29,Lord Fairfax,513,0,7,2020-09-18 00:00:00
30-39,Lord Fairfax,495,1,16,2020-09-18 00:00:00
40-49,Lord Fairfax,444,1,23,2020-09-18 00:00:00
50-59,Lord Fairfax,480,6,40,2020-09-18 00:00:00
60-69,Lord Fairfax,292,15,58,2020-09-18 00:00:00
70-79,Lord Fairfax,193,22,59,2020-09-18 00:00:00
80+,Lord Fairfax,218,61,53,2020-09-18 00:00:00
Missing,Lord Fairfax,4,0,0,2020-09-18 00:00:00
0-9,Loudoun,268,0,4,2020-09-18 00:00:00
10-19,Loudoun,947,0,3,2020-09-18 00:00:00
20-29,Loudoun,1186,0,15,2020-09-18 00:00:00
30-39,Loudoun,1122,0,41,2020-09-18 00:00:00
40-49,Loudoun,1229,1,78,2020-09-18 00:00:00
50-59,Loudoun,969,4,82,2020-09-18 00:00:00
60-69,Loudoun,388,9,76,2020-09-18 00:00:00
70-79,Loudoun,198,20,62,2020-09-18 00:00:00
80+,Loudoun,239,87,64,2020-09-18 00:00:00
Missing,Loudoun,69,1,0,2020-09-18 00:00:00
0-9,Mount Rogers,88,0,2,2020-09-18 00:00:00
10-19,Mount Rogers,195,0,0,2020-09-18 00:00:00
20-29,Mount Rogers,388,0,0,2020-09-18 00:00:00
30-39,Mount Rogers,314,0,14,2020-09-18 00:00:00
40-49,Mount Rogers,328,2,8,2020-09-18 00:00:00
50-59,Mount Rogers,368,3,29,2020-09-18 00:00:00
60-69,Mount Rogers,299,4,33,2020-09-18 00:00:00
70-79,Mount Rogers,289,31,76,2020-09-18 00:00:00
80+,Mount Rogers,286,52,58,2020-09-18 00:00:00
Missing,Mount Rogers,0,0,0,2020-09-18 00:00:00
0-9,New River,25,0,0,2020-09-18 00:00:00
10-19,New River,824,0,0,2020-09-18 00:00:00
20-29,New River,1298,0,1,2020-09-18 00:00:00
30-39,New River,170,0,5,2020-09-18 00:00:00
40-49,New River,144,0,4,2020-09-18 00:00:00
50-59,New River,126,0,7,2020-09-18 00:00:00
60-69,New River,95,2,12,2020-09-18 00:00:00
70-79,New River,74,6,15,2020-09-18 00:00:00
80+,New River,46,5,8,2020-09-18 00:00:00
Missing,New River,10,0,0,2020-09-18 00:00:00
0-9,Norfolk,168,0,4,2020-09-18 00:00:00
10-19,Norfolk,322,0,4,2020-09-18 00:00:00
20-29,Norfolk,1534,0,17,2020-09-18 00:00:00
30-39,Norfolk,836,1,38,2020-09-18 00:00:00
40-49,Norfolk,548,2,35,2020-09-18 00:00:00
50-59,Norfolk,535,6,62,2020-09-18 00:00:00
60-69,Norfolk,432,15,84,2020-09-18 00:00:00
70-79,Norfolk,191,18,65,2020-09-18 00:00:00
80+,Norfolk,112,25,36,2020-09-18 00:00:00
Missing,Norfolk,43,0,1,2020-09-18 00:00:00
0-9,Peninsula,149,0,1,2020-09-18 00:00:00
10-19,Peninsula,281,0,1,2020-09-18 00:00:00
20-29,Peninsula,1071,0,1,2020-09-18 00:00:00
30-39,Peninsula,775,3,17,2020-09-18 00:00:00
40-49,Peninsula,611,2,17,2020-09-18 00:00:00
50-59,Peninsula,552,3,26,2020-09-18 00:00:00
60-69,Peninsula,363,7,36,2020-09-18 00:00:00
70-79,Peninsula,230,19,50,2020-09-18 00:00:00
80+,Peninsula,137,32,35,2020-09-18 00:00:00
Missing,Peninsula,53,0,0,2020-09-18 00:00:00
0-9,Piedmont,47,0,0,2020-09-18 00:00:00
10-19,Piedmont,100,0,1,2020-09-18 00:00:00
20-29,Piedmont,355,0,3,2020-09-18 00:00:00
30-39,Piedmont,353,0,6,2020-09-18 00:00:00
40-49,Piedmont,336,0,13,2020-09-18 00:00:00
50-59,Piedmont,296,4,27,2020-09-18 00:00:00
60-69,Piedmont,227,7,26,2020-09-18 00:00:00
70-79,Piedmont,113,10,29,2020-09-18 00:00:00
80+,Piedmont,77,22,24,2020-09-18 00:00:00
Missing,Piedmont,2,0,0,2020-09-18 00:00:00
0-9,Pittsylvania-Danville,65,0,0,2020-09-18 00:00:00
10-19,Pittsylvania-Danville,132,0,0,2020-09-18 00:00:00
20-29,Pittsylvania-Danville,247,0,1,2020-09-18 00:00:00
30-39,Pittsylvania-Danville,248,0,4,2020-09-18 00:00:00
40-49,Pittsylvania-Danville,276,3,13,2020-09-18 00:00:00
50-59,Pittsylvania-Danville,314,2,30,2020-09-18 00:00:00
60-69,Pittsylvania-Danville,234,5,30,2020-09-18 00:00:00
70-79,Pittsylvania-Danville,104,4,26,2020-09-18 00:00:00
80+,Pittsylvania-Danville,129,16,24,2020-09-18 00:00:00
Missing,Pittsylvania-Danville,1,0,0,2020-09-18 00:00:00
0-9,Portsmouth,79,0,4,2020-09-18 00:00:00
10-19,Portsmouth,199,0,6,2020-09-18 00:00:00
20-29,Portsmouth,530,0,21,2020-09-18 00:00:00
30-39,Portsmouth,441,1,26,2020-09-18 00:00:00
40-49,Portsmouth,381,2,30,2020-09-18 00:00:00
50-59,Portsmouth,357,5,50,2020-09-18 00:00:00
60-69,Portsmouth,291,14,54,2020-09-18 00:00:00
70-79,Portsmouth,131,15,50,2020-09-18 00:00:00
80+,Portsmouth,69,12,26,2020-09-18 00:00:00
Missing,Portsmouth,22,0,1,2020-09-18 00:00:00
0-9,Prince William,657,0,12,2020-09-18 00:00:00
10-19,Prince William,1370,0,10,2020-09-18 00:00:00
20-29,Prince William,2774,0,66,2020-09-18 00:00:00
30-39,Prince William,2646,2,115,2020-09-18 00:00:00
40-49,Prince William,2840,8,196,2020-09-18 00:00:00
50-59,Prince William,2094,21,240,2020-09-18 00:00:00
60-69,Prince William,1129,53,205,2020-09-18 00:00:00
70-79,Prince William,444,58,132,2020-09-18 00:00:00
80+,Prince William,295,86,98,2020-09-18 00:00:00
Missing,Prince William,197,0,3,2020-09-18 00:00:00
0-9,Rappahannock,209,0,2,2020-09-18 00:00:00
10-19,Rappahannock,547,0,6,2020-09-18 00:00:00
20-29,Rappahannock,1016,0,20,2020-09-18 00:00:00
30-39,Rappahannock,873,0,29,2020-09-18 00:00:00
40-49,Rappahannock,823,3,52,2020-09-18 00:00:00
50-59,Rappahannock,736,5,68,2020-09-18 00:00:00
60-69,Rappahannock,396,12,68,2020-09-18 00:00:00
70-79,Rappahannock,209,19,56,2020-09-18 00:00:00
80+,Rappahannock,214,31,78,2020-09-18 00:00:00
Missing,Rappahannock,35,0,1,2020-09-18 00:00:00
0-9,Rappahannock Rapidan,124,0,1,2020-09-18 00:00:00
10-19,Rappahannock Rapidan,239,0,4,2020-09-18 00:00:00
20-29,Rappahannock Rapidan,462,0,6,2020-09-18 00:00:00
30-39,Rappahannock Rapidan,465,1,21,2020-09-18 00:00:00
40-49,Rappahannock Rapidan,443,3,25,2020-09-18 00:00:00
50-59,Rappahannock Rapidan,391,2,39,2020-09-18 00:00:00
60-69,Rappahannock Rapidan,216,6,30,2020-09-18 00:00:00
70-79,Rappahannock Rapidan,93,10,19,2020-09-18 00:00:00
80+,Rappahannock Rapidan,94,24,24,2020-09-18 00:00:00
Missing,Rappahannock Rapidan,15,0,0,2020-09-18 00:00:00
0-9,Richmond,162,0,6,2020-09-18 00:00:00
10-19,Richmond,418,0,5,2020-09-18 00:00:00
20-29,Richmond,1199,0,23,2020-09-18 00:00:00
30-39,Richmond,894,1,50,2020-09-18 00:00:00
40-49,Richmond,611,5,45,2020-09-18 00:00:00
50-59,Richmond,478,4,79,2020-09-18 00:00:00
60-69,Richmond,357,9,86,2020-09-18 00:00:00
70-79,Richmond,180,21,73,2020-09-18 00:00:00
80+,Richmond,105,15,38,2020-09-18 00:00:00
Missing,Richmond,30,0,1,2020-09-18 00:00:00
0-9,Roanoke,57,0,0,2020-09-18 00:00:00
10-19,Roanoke,159,0,1,2020-09-18 00:00:00
20-29,Roanoke,337,0,6,2020-09-18 00:00:00
30-39,Roanoke,302,0,6,2020-09-18 00:00:00
40-49,Roanoke,217,0,9,2020-09-18 00:00:00
50-59,Roanoke,164,0,9,2020-09-18 00:00:00
60-69,Roanoke,110,1,10,2020-09-18 00:00:00
70-79,Roanoke,68,3,11,2020-09-18 00:00:00
80+,Roanoke,91,12,9,2020-09-18 00:00:00
Missing,Roanoke,3,0,0,2020-09-18 00:00:00
0-9,Southside,30,0,0,2020-09-18 00:00:00
10-19,Southside,55,0,2,2020-09-18 00:00:00
20-29,Southside,180,0,2,2020-09-18 00:00:00
30-39,Southside,228,2,6,2020-09-18 00:00:00
40-49,Southside,214,0,6,2020-09-18 00:00:00
50-59,Southside,203,2,17,2020-09-18 00:00:00
60-69,Southside,183,8,20,2020-09-18 00:00:00
70-79,Southside,118,17,18,2020-09-18 00:00:00
80+,Southside,105,13,13,2020-09-18 00:00:00
Missing,Southside,2,0,0,2020-09-18 00:00:00
0-9,Thomas Jefferson,120,0,1,2020-09-18 00:00:00
10-19,Thomas Jefferson,505,0,4,2020-09-18 00:00:00
20-29,Thomas Jefferson,659,0,3,2020-09-18 00:00:00
30-39,Thomas Jefferson,490,0,14,2020-09-18 00:00:00
40-49,Thomas Jefferson,420,0,24,2020-09-18 00:00:00
50-59,Thomas Jefferson,317,5,25,2020-09-18 00:00:00
60-69,Thomas Jefferson,233,7,40,2020-09-18 00:00:00
70-79,Thomas Jefferson,169,14,30,2020-09-18 00:00:00
80+,Thomas Jefferson,186,39,40,2020-09-18 00:00:00
Missing,Thomas Jefferson,5,0,0,2020-09-18 00:00:00
0-9,Three Rivers,47,0,1,2020-09-18 00:00:00
10-19,Three Rivers,113,0,1,2020-09-18 00:00:00
20-29,Three Rivers,288,0,6,2020-09-18 00:00:00
30-39,Three Rivers,284,0,9,2020-09-18 00:00:00
40-49,Three Rivers,267,2,16,2020-09-18 00:00:00
50-59,Three Rivers,237,0,17,2020-09-18 00:00:00
60-69,Three Rivers,181,2,22,2020-09-18 00:00:00
70-79,Three Rivers,89,13,19,2020-09-18 00:00:00
80+,Three Rivers,74,12,15,2020-09-18 00:00:00
Missing,Three Rivers,14,0,1,2020-09-18 00:00:00
0-9,Virginia Beach,227,0,1,2020-09-18 00:00:00
10-19,Virginia Beach,538,0,1,2020-09-18 00:00:00
20-29,Virginia Beach,1692,0,14,2020-09-18 00:00:00
30-39,Virginia Beach,1242,1,26,2020-09-18 00:00:00
40-49,Virginia Beach,873,2,35,2020-09-18 00:00:00
50-59,Virginia Beach,786,3,49,2020-09-18 00:00:00
60-69,Virginia Beach,582,9,73,2020-09-18 00:00:00
70-79,Virginia Beach,293,26,81,2020-09-18 00:00:00
80+,Virginia Beach,235,37,74,2020-09-18 00:00:00
Missing,Virginia Beach,128,0,0,2020-09-18 00:00:00
0-9,Western Tidewater,112,0,1,2020-09-18 00:00:00
10-19,Western Tidewater,241,0,0,2020-09-18 00:00:00
20-29,Western Tidewater,468,0,6,2020-09-18 00:00:00
30-39,Western Tidewater,506,2,18,2020-09-18 00:00:00
40-49,Western Tidewater,494,4,14,2020-09-18 00:00:00
50-59,Western Tidewater,650,7,33,2020-09-18 00:00:00
60-69,Western Tidewater,472,13,43,2020-09-18 00:00:00
70-79,Western Tidewater,281,27,40,2020-09-18 00:00:00
80+,Western Tidewater,234,62,41,2020-09-18 00:00:00
Missing,Western Tidewater,24,0,0,2020-09-18 00:00:00
0-9,West Piedmont,49,0,2,2020-09-18 00:00:00
10-19,West Piedmont,164,0,1,2020-09-18 00:00:00
20-29,West Piedmont,288,0,4,2020-09-18 00:00:00
30-39,West Piedmont,247,0,7,2020-09-18 00:00:00
40-49,West Piedmont,293,4,19,2020-09-18 00:00:00
50-59,West Piedmont,322,3,48,2020-09-18 00:00:00
60-69,West Piedmont,252,5,45,2020-09-18 00:00:00
70-79,West Piedmont,161,20,58,2020-09-18 00:00:00
80+,West Piedmont,147,27,49,2020-09-18 00:00:00
Missing,West Piedmont,0,0,0,2020-09-18 00:00:00
0-9,Alexandria,229,0,3,2020-09-19 00:00:00
10-19,Alexandria,264,0,5,2020-09-19 00:00:00
20-29,Alexandria,683,1,12,2020-09-19 00:00:00
30-39,Alexandria,855,1,37,2020-09-19 00:00:00
40-49,Alexandria,646,1,49,2020-09-19 00:00:00
50-59,Alexandria,472,13,63,2020-09-19 00:00:00
60-69,Alexandria,277,4,60,2020-09-19 00:00:00
70-79,Alexandria,130,19,46,2020-09-19 00:00:00
80+,Alexandria,117,29,35,2020-09-19 00:00:00
Missing,Alexandria,11,0,0,2020-09-19 00:00:00
0-9,Alleghany,45,0,0,2020-09-19 00:00:00
10-19,Alleghany,182,0,1,2020-09-19 00:00:00
20-29,Alleghany,309,0,1,2020-09-19 00:00:00
30-39,Alleghany,190,0,5,2020-09-19 00:00:00
40-49,Alleghany,191,0,5,2020-09-19 00:00:00
50-59,Alleghany,231,1,12,2020-09-19 00:00:00
60-69,Alleghany,126,1,14,2020-09-19 00:00:00
