health_district,number_of_cases,number_of_deaths,number_of_hospitalizations,report_date,sex
Lenowisco,874,21,65,2020-11-02 00:00:00,Male
Lenowisco,12,0,0,2020-11-02 00:00:00,Not Reported
Lord Fairfax,2171,61,160,2020-11-02 00:00:00,Female
Lord Fairfax,1942,71,177,2020-11-02 00:00:00,Male
Lord Fairfax,21,0,0,2020-11-02 00:00:00,Not Reported
Loudoun,4040,81,226,2020-11-02 00:00:00,Female
Loudoun,3946,51,262,2020-11-02 00:00:00,Male
Loudoun,62,0,0,2020-11-02 00:00:00,Not Reported
Mount Rogers,2239,76,148,2020-11-02 00:00:00,Female
Mount Rogers,1760,73,175,2020-11-02 00:00:00,Male
Mount Rogers,23,1,0,2020-11-02 00:00:00,Not Reported
New River,2348,13,38,2020-11-02 00:00:00,Female
New River,2283,14,52,2020-11-02 00:00:00,Male
New River,39,0,0,2020-11-02 00:00:00,Not Reported
Norfolk,2832,39,211,2020-11-02 00:00:00,Female
Norfolk,2699,45,202,2020-11-02 00:00:00,Male
Norfolk,3,0,0,2020-11-02 00:00:00,Not Reported
Peninsula,2716,51,106,2020-11-02 00:00:00,Female
Peninsula,2524,41,122,2020-11-02 00:00:00,Male
Peninsula,20,0,0,2020-11-02 00:00:00,Not Reported
Piedmont,991,17,71,2020-11-02 00:00:00,Female
Piedmont,1578,39,92,2020-11-02 00:00:00,Male
Piedmont,5,0,0,2020-11-02 00:00:00,Not Reported
Pittsylvania-Danville,1470,37,123,2020-11-02 00:00:00,Female
Pittsylvania-Danville,1170,24,83,2020-11-02 00:00:00,Male
Pittsylvania-Danville,10,0,1,2020-11-02 00:00:00,Not Reported
Portsmouth,1515,37,181,2020-11-02 00:00:00,Female
Portsmouth,1353,32,140,2020-11-02 00:00:00,Male
Portsmouth,3,0,0,2020-11-02 00:00:00,Not Reported
Prince William,8817,107,529,2020-11-02 00:00:00,Female
Prince William,8436,151,674,2020-11-02 00:00:00,Male
Prince William,132,0,2,2020-11-02 00:00:00,Not Reported
Rappahannock,3372,41,208,2020-11-02 00:00:00,Female
Rappahannock,2926,52,230,2020-11-02 00:00:00,Male
Rappahannock,27,0,0,2020-11-02 00:00:00,Not Reported
Rappahannock Rapidan,1575,27,80,2020-11-02 00:00:00,Female
Rappahannock Rapidan,1551,28,113,2020-11-02 00:00:00,Male
Rappahannock Rapidan,61,0,0,2020-11-02 00:00:00,Not Reported
Richmond,2770,27,228,2020-11-02 00:00:00,Female
Richmond,2666,49,229,2020-11-02 00:00:00,Male
Richmond,63,2,1,2020-11-02 00:00:00,Not Reported
Roanoke,1665,25,58,2020-11-02 00:00:00,Female
Roanoke,1299,18,51,2020-11-02 00:00:00,Male
Roanoke,19,0,0,2020-11-02 00:00:00,Not Reported
Southside,928,24,43,2020-11-02 00:00:00,Female
Southside,954,24,48,2020-11-02 00:00:00,Male
Southside,12,0,0,2020-11-02 00:00:00,Not Reported
Thomas Jefferson,2375,41,120,2020-11-02 00:00:00,Female
Thomas Jefferson,2155,36,119,2020-11-02 00:00:00,Male
Thomas Jefferson,5,0,0,2020-11-02 00:00:00,Not Reported
Three Rivers,1065,18,67,2020-11-02 00:00:00,Female
Three Rivers,1215,22,75,2020-11-02 00:00:00,Male
Three Rivers,26,0,0,2020-11-02 00:00:00,Not Reported
Virginia Beach,4440,55,236,2020-11-02 00:00:00,Female
Virginia Beach,3784,52,214,2020-11-02 00:00:00,Male
Virginia Beach,24,0,0,2020-11-02 00:00:00,Not Reported
Western Tidewater,2227,68,115,2020-11-02 00:00:00,Female
Western Tidewater,2453,85,123,2020-11-02 00:00:00,Male
Western Tidewater,5,2,0,2020-11-02 00:00:00,Not Reported
West Piedmont,1789,45,160,2020-11-02 00:00:00,Female
West Piedmont,1393,45,146,2020-11-02 00:00:00,Male
West Piedmont,16,0,1,2020-11-02 00:00:00,Not Reported
Alexandria,2265,37,143,2020-11-03 00:00:00,Female
Alexandria,2099,37,183,2020-11-03 00:00:00,Male
Alexandria,13,0,0,2020-11-03 00:00:00,Not Reported
Alleghany,1722,24,62,2020-11-03 00:00:00,Female
Alleghany,1381,18,58,2020-11-03 00:00:00,Male
Alleghany,14,1,0,2020-11-03 00:00:00,Not Reported
Arlington,2393,71,240,2020-11-03 00:00:00,Female
Arlington,2415,83,300,2020-11-03 00:00:00,Male
Arlington,5,0,0,2020-11-03 00:00:00,Not Reported
Central Shenandoah,3804,38,156,2020-11-03 00:00:00,Female
Central Shenandoah,3308,46,153,2020-11-03 00:00:00,Male
Central Shenandoah,21,0,0,2020-11-03 00:00:00,Not Reported
Central Virginia,2717,28,93,2020-11-03 00:00:00,Female
Central Virginia,2344,37,110,2020-11-03 00:00:00,Male
Central Virginia,140,1,2,2020-11-03 00:00:00,Not Reported
Chesapeake,2756,37,249,2020-11-03 00:00:00,Female
Chesapeake,2315,43,235,2020-11-03 00:00:00,Male
Chesapeake,6,0,0,2020-11-03 00:00:00,Not Reported
Chesterfield,4117,68,232,2020-11-03 00:00:00,Female
Chesterfield,3750,79,249,2020-11-03 00:00:00,Male
Chesterfield,137,4,0,2020-11-03 00:00:00,Not Reported
Chickahominy,1260,31,98,2020-11-03 00:00:00,Female
Chickahominy,1217,28,104,2020-11-03 00:00:00,Male
Chickahominy,23,0,0,2020-11-03 00:00:00,Not Reported
Crater,2159,64,165,2020-11-03 00:00:00,Female
Crater,2993,54,144,2020-11-03 00:00:00,Male
Crater,61,0,5,2020-11-03 00:00:00,Not Reported
Cumberland Plateau,845,9,51,2020-11-03 00:00:00,Female
Cumberland Plateau,695,6,49,2020-11-03 00:00:00,Male
Cumberland Plateau,11,0,0,2020-11-03 00:00:00,Not Reported
Eastern Shore,780,26,74,2020-11-03 00:00:00,Female
Eastern Shore,760,24,74,2020-11-03 00:00:00,Male
Eastern Shore,9,0,0,2020-11-03 00:00:00,Not Reported
Fairfax,12607,290,996,2020-11-03 00:00:00,Female
Fairfax,11926,323,1326,2020-11-03 00:00:00,Male
Fairfax,168,6,1,2020-11-03 00:00:00,Not Reported
Hampton,1201,14,37,2020-11-03 00:00:00,Female
Hampton,1007,19,60,2020-11-03 00:00:00,Male
Hampton,7,0,0,2020-11-03 00:00:00,Not Reported
Henrico,3481,129,254,2020-11-03 00:00:00,Female
Henrico,3082,111,246,2020-11-03 00:00:00,Male
Henrico,56,0,1,2020-11-03 00:00:00,Not Reported
Lenowisco,955,6,50,2020-11-03 00:00:00,Female
Lenowisco,886,21,68,2020-11-03 00:00:00,Male
Lenowisco,13,0,0,2020-11-03 00:00:00,Not Reported
Lord Fairfax,2196,61,163,2020-11-03 00:00:00,Female
Lord Fairfax,1964,71,178,2020-11-03 00:00:00,Male
Lord Fairfax,24,0,0,2020-11-03 00:00:00,Not Reported
Loudoun,4070,81,228,2020-11-03 00:00:00,Female
Loudoun,3972,51,264,2020-11-03 00:00:00,Male
Loudoun,63,0,0,2020-11-03 00:00:00,Not Reported
Mount Rogers,2270,78,149,2020-11-03 00:00:00,Female
Mount Rogers,1784,73,177,2020-11-03 00:00:00,Male
Mount Rogers,23,1,0,2020-11-03 00:00:00,Not Reported
New River,2382,13,40,2020-11-03 00:00:00,Female
New River,2301,14,52,2020-11-03 00:00:00,Male
New River,39,0,0,2020-11-03 00:00:00,Not Reported
Norfolk,2845,39,211,2020-11-03 00:00:00,Female
Norfolk,2715,45,203,2020-11-03 00:00:00,Male
Norfolk,3,0,0,2020-11-03 00:00:00,Not Reported
Peninsula,2731,51,107,2020-11-03 00:00:00,Female
Peninsula,2535,41,122,2020-11-03 00:00:00,Male
Peninsula,22,0,0,2020-11-03 00:00:00,Not Reported
Piedmont,1002,17,72,2020-11-03 00:00:00,Female
Piedmont,1586,39,92,2020-11-03 00:00:00,Male
Piedmont,5,0,0,2020-11-03 00:00:00,Not Reported
Pittsylvania-Danville,1482,38,124,2020-11-03 00:00:00,Female
Pittsylvania-Danville,1176,24,83,2020-11-03 00:00:00,Male
Pittsylvania-Danville,11,0,1,2020-11-03 00:00:00,Not Reported
Portsmouth,1516,37,181,2020-11-03 00:00:00,Female
Portsmouth,1356,32,140,2020-11-03 00:00:00,Male
Portsmouth,3,0,0,2020-11-03 00:00:00,Not Reported
Prince William,8875,107,529,2020-11-03 00:00:00,Female
Prince William,8487,151,676,2020-11-03 00:00:00,Male
Prince William,134,0,2,2020-11-03 00:00:00,Not Reported
Rappahannock,3385,42,208,2020-11-03 00:00:00,Female
Rappahannock,2950,52,232,2020-11-03 00:00:00,Male
Rappahannock,28,0,0,2020-11-03 00:00:00,Not Reported
Rappahannock Rapidan,1580,27,80,2020-11-03 00:00:00,Female
Rappahannock Rapidan,1555,28,115,2020-11-03 00:00:00,Male
Rappahannock Rapidan,60,0,0,2020-11-03 00:00:00,Not Reported
Richmond,2785,27,229,2020-11-03 00:00:00,Female
Richmond,2671,49,229,2020-11-03 00:00:00,Male
Richmond,65,2,1,2020-11-03 00:00:00,Not Reported
Roanoke,1714,25,58,2020-11-03 00:00:00,Female
Roanoke,1318,18,51,2020-11-03 00:00:00,Male
Roanoke,19,0,0,2020-11-03 00:00:00,Not Reported
Southside,932,24,43,2020-11-03 00:00:00,Female
Southside,957,24,48,2020-11-03 00:00:00,Male
Southside,12,0,0,2020-11-03 00:00:00,Not Reported
Thomas Jefferson,2376,41,121,2020-11-03 00:00:00,Female
Thomas Jefferson,2158,36,119,2020-11-03 00:00:00,Male
Thomas Jefferson,4,0,0,2020-11-03 00:00:00,Not Reported
Three Rivers,1066,18,66,2020-11-03 00:00:00,Female
Three Rivers,1215,22,75,2020-11-03 00:00:00,Male
Three Rivers,26,0,0,2020-11-03 00:00:00,Not Reported
Virginia Beach,4478,56,240,2020-11-03 00:00:00,Female
Virginia Beach,3851,52,214,2020-11-03 00:00:00,Male
Virginia Beach,22,0,0,2020-11-03 00:00:00,Not Reported
Western Tidewater,2243,68,116,2020-11-03 00:00:00,Female
Western Tidewater,2457,85,123,2020-11-03 00:00:00,Male
Western Tidewater,5,2,0,2020-11-03 00:00:00,Not Reported
West Piedmont,1826,46,160,2020-11-03 00:00:00,Female
West Piedmont,1409,45,148,2020-11-03 00:00:00,Male
West Piedmont,16,0,1,2020-11-03 00:00:00,Not Reported
Alexandria,2268,37,144,2020-11-04 00:00:00,Female
Alexandria,2110,37,184,2020-11-04 00:00:00,Male
Alexandria,13,0,0,2020-11-04 00:00:00,Not Reported
Alleghany,1769,24,63,2020-11-04 00:00:00,Female
Alleghany,1447,19,58,2020-11-04 00:00:00,Male
Alleghany,14,1,0,2020-11-04 00:00:00,Not Reported
Arlington,2415,71,240,2020-11-04 00:00:00,Female
Arlington,2435,83,301,2020-11-04 00:00:00,Male
Arlington,4,0,0,2020-11-04 00:00:00,Not Reported
Central Shenandoah,3830,38,157,2020-11-04 00:00:00,Female
Central Shenandoah,3326,47,154,2020-11-04 00:00:00,Male
Central Shenandoah,20,0,0,2020-11-04 00:00:00,Not Reported
Central Virginia,2737,28,95,2020-11-04 00:00:00,Female
Central Virginia,2356,37,110,2020-11-04 00:00:00,Male
Central Virginia,154,1,2,2020-11-04 00:00:00,Not Reported
Chesapeake,2774,37,249,2020-11-04 00:00:00,Female
Chesapeake,2332,43,237,2020-11-04 00:00:00,Male
Chesapeake,6,0,0,2020-11-04 00:00:00,Not Reported
Chesterfield,4137,68,235,2020-11-04 00:00:00,Female
Chesterfield,3774,79,249,2020-11-04 00:00:00,Male
Chesterfield,141,4,0,2020-11-04 00:00:00,Not Reported
Chickahominy,1266,31,98,2020-11-04 00:00:00,Female
Chickahominy,1229,29,105,2020-11-04 00:00:00,Male
Chickahominy,24,0,0,2020-11-04 00:00:00,Not Reported
Crater,2159,64,166,2020-11-04 00:00:00,Female
Crater,2996,54,144,2020-11-04 00:00:00,Male
Crater,61,0,5,2020-11-04 00:00:00,Not Reported
Cumberland Plateau,849,9,51,2020-11-04 00:00:00,Female
Cumberland Plateau,697,6,51,2020-11-04 00:00:00,Male
Cumberland Plateau,11,0,0,2020-11-04 00:00:00,Not Reported
Eastern Shore,781,26,74,2020-11-04 00:00:00,Female
Eastern Shore,763,24,74,2020-11-04 00:00:00,Male
Eastern Shore,9,0,0,2020-11-04 00:00:00,Not Reported
Fairfax,12669,290,998,2020-11-04 00:00:00,Female
Fairfax,11995,323,1328,2020-11-04 00:00:00,Male
Fairfax,169,6,1,2020-11-04 00:00:00,Not Reported
Hampton,1204,14,38,2020-11-04 00:00:00,Female
Hampton,1012,19,61,2020-11-04 00:00:00,Male
Hampton,7,0,0,2020-11-04 00:00:00,Not Reported
Henrico,3500,129,256,2020-11-04 00:00:00,Female
Henrico,3096,111,249,2020-11-04 00:00:00,Male
Henrico,59,0,1,2020-11-04 00:00:00,Not Reported
Lenowisco,966,6,50,2020-11-04 00:00:00,Female
Lenowisco,885,21,67,2020-11-04 00:00:00,Male
Lenowisco,13,0,0,2020-11-04 00:00:00,Not Reported
Lord Fairfax,2212,61,167,2020-11-04 00:00:00,Female
Lord Fairfax,1983,71,182,2020-11-04 00:00:00,Male
Lord Fairfax,24,0,0,2020-11-04 00:00:00,Not Reported
Loudoun,4091,81,229,2020-11-04 00:00:00,Female
Loudoun,3988,51,264,2020-11-04 00:00:00,Male
Loudoun,64,0,0,2020-11-04 00:00:00,Not Reported
Mount Rogers,2290,79,153,2020-11-04 00:00:00,Female
Mount Rogers,1808,73,177,2020-11-04 00:00:00,Male
Mount Rogers,24,1,0,2020-11-04 00:00:00,Not Reported
New River,2398,13,39,2020-11-04 00:00:00,Female
New River,2316,15,52,2020-11-04 00:00:00,Male
New River,39,0,0,2020-11-04 00:00:00,Not Reported
Norfolk,2856,40,211,2020-11-04 00:00:00,Female
Norfolk,2730,45,203,2020-11-04 00:00:00,Male
Norfolk,3,0,0,2020-11-04 00:00:00,Not Reported
Peninsula,2736,51,107,2020-11-04 00:00:00,Female
Peninsula,2541,41,122,2020-11-04 00:00:00,Male
Peninsula,22,0,0,2020-11-04 00:00:00,Not Reported
Piedmont,1001,17,75,2020-11-04 00:00:00,Female
Piedmont,1587,39,95,2020-11-04 00:00:00,Male
Piedmont,6,0,0,2020-11-04 00:00:00,Not Reported
Pittsylvania-Danville,1496,38,126,2020-11-04 00:00:00,Female
Pittsylvania-Danville,1182,25,84,2020-11-04 00:00:00,Male
Pittsylvania-Danville,11,0,1,2020-11-04 00:00:00,Not Reported
Portsmouth,1517,37,181,2020-11-04 00:00:00,Female
Portsmouth,1356,32,140,2020-11-04 00:00:00,Male
Portsmouth,3,0,0,2020-11-04 00:00:00,Not Reported
Prince William,8913,107,529,2020-11-04 00:00:00,Female
Prince William,8518,151,678,2020-11-04 00:00:00,Male
Prince William,133,0,2,2020-11-04 00:00:00,Not Reported
Rappahannock,3405,42,208,2020-11-04 00:00:00,Female
Rappahannock,2971,52,232,2020-11-04 00:00:00,Male
Rappahannock,28,0,0,2020-11-04 00:00:00,Not Reported
Rappahannock Rapidan,1591,27,81,2020-11-04 00:00:00,Female
Rappahannock Rapidan,1567,28,115,2020-11-04 00:00:00,Male
Rappahannock Rapidan,60,0,0,2020-11-04 00:00:00,Not Reported
Richmond,2797,27,230,2020-11-04 00:00:00,Female
Richmond,2680,49,229,2020-11-04 00:00:00,Male
Richmond,65,2,1,2020-11-04 00:00:00,Not Reported
Roanoke,1737,26,59,2020-11-04 00:00:00,Female
Roanoke,1335,21,52,2020-11-04 00:00:00,Male
Roanoke,19,0,0,2020-11-04 00:00:00,Not Reported
Southside,940,24,43,2020-11-04 00:00:00,Female
Southside,967,24,48,2020-11-04 00:00:00,Male
Southside,12,0,0,2020-11-04 00:00:00,Not Reported
Thomas Jefferson,2385,41,121,2020-11-04 00:00:00,Female
Thomas Jefferson,2164,36,119,2020-11-04 00:00:00,Male
Thomas Jefferson,3,0,0,2020-11-04 00:00:00,Not Reported
Three Rivers,1072,18,67,2020-11-04 00:00:00,Female
Three Rivers,1220,22,75,2020-11-04 00:00:00,Male
Three Rivers,26,0,0,2020-11-04 00:00:00,Not Reported
Virginia Beach,4507,56,240,2020-11-04 00:00:00,Female
Virginia Beach,3889,52,214,2020-11-04 00:00:00,Male
Virginia Beach,23,0,0,2020-11-04 00:00:00,Not Reported
Western Tidewater,2255,69,116,2020-11-04 00:00:00,Female
Western Tidewater,2465,85,124,2020-11-04 00:00:00,Male
Western Tidewater,5,2,0,2020-11-04 00:00:00,Not Reported
West Piedmont,1860,45,161,2020-11-04 00:00:00,Female
West Piedmont,1443,45,149,2020-11-04 00:00:00,Male
West Piedmont,15,0,1,2020-11-04 00:00:00,Not Reported
Alexandria,2283,38,145,2020-11-05 00:00:00,Female
Alexandria,2117,38,184,2020-11-05 00:00:00,Male
Alexandria,13,0,0,2020-11-05 00:00:00,Not Reported
Alleghany,1794,24,65,2020-11-05 00:00:00,Female
Alleghany,1465,19,58,2020-11-05 00:00:00,Male
Alleghany,15,1,0,2020-11-05 00:00:00,Not Reported
Arlington,2420,71,240,2020-11-05 00:00:00,Female
Arlington,2449,83,302,2020-11-05 00:00:00,Male
Arlington,3,0,0,2020-11-05 00:00:00,Not Reported
Central Shenandoah,3851,38,157,2020-11-05 00:00:00,Female
Central Shenandoah,3349,47,154,2020-11-05 00:00:00,Male
Central Shenandoah,20,0,0,2020-11-05 00:00:00,Not Reported
Central Virginia,2762,28,95,2020-11-05 00:00:00,Female
Central Virginia,2379,37,110,2020-11-05 00:00:00,Male
Central Virginia,161,1,2,2020-11-05 00:00:00,Not Reported
Chesapeake,2789,37,250,2020-11-05 00:00:00,Female
Chesapeake,2348,43,237,2020-11-05 00:00:00,Male
Chesapeake,7,1,0,2020-11-05 00:00:00,Not Reported
Chesterfield,4158,68,236,2020-11-05 00:00:00,Female
Chesterfield,3794,79,249,2020-11-05 00:00:00,Male
Chesterfield,140,4,0,2020-11-05 00:00:00,Not Reported
Chickahominy,1271,31,98,2020-11-05 00:00:00,Female
Chickahominy,1244,29,107,2020-11-05 00:00:00,Male
Chickahominy,25,0,0,2020-11-05 00:00:00,Not Reported
Crater,2184,64,167,2020-11-05 00:00:00,Female
Crater,3020,54,145,2020-11-05 00:00:00,Male
Crater,60,0,5,2020-11-05 00:00:00,Not Reported
Cumberland Plateau,860,9,51,2020-11-05 00:00:00,Female
Cumberland Plateau,712,6,53,2020-11-05 00:00:00,Male
Cumberland Plateau,11,0,0,2020-11-05 00:00:00,Not Reported
Eastern Shore,786,26,74,2020-11-05 00:00:00,Female
Eastern Shore,765,24,74,2020-11-05 00:00:00,Male
Eastern Shore,9,0,0,2020-11-05 00:00:00,Not Reported
Fairfax,12737,291,1003,2020-11-05 00:00:00,Female
Fairfax,12063,323,1338,2020-11-05 00:00:00,Male
Fairfax,169,6,1,2020-11-05 00:00:00,Not Reported
Hampton,1206,14,38,2020-11-05 00:00:00,Female
Hampton,1013,19,61,2020-11-05 00:00:00,Male
Hampton,7,0,0,2020-11-05 00:00:00,Not Reported
Henrico,3524,129,256,2020-11-05 00:00:00,Female
Henrico,3128,111,252,2020-11-05 00:00:00,Male
Henrico,61,0,1,2020-11-05 00:00:00,Not Reported
Lenowisco,998,6,50,2020-11-05 00:00:00,Female
Lenowisco,922,21,67,2020-11-05 00:00:00,Male
Lenowisco,13,0,0,2020-11-05 00:00:00,Not Reported
Lord Fairfax,2235,62,170,2020-11-05 00:00:00,Female
Lord Fairfax,2004,71,185,2020-11-05 00:00:00,Male
Lord Fairfax,25,0,0,2020-11-05 00:00:00,Not Reported
Loudoun,4109,82,229,2020-11-05 00:00:00,Female
Loudoun,4005,51,266,2020-11-05 00:00:00,Male
Loudoun,61,0,0,2020-11-05 00:00:00,Not Reported
Mount Rogers,2333,79,156,2020-11-05 00:00:00,Female
Mount Rogers,1836,73,178,2020-11-05 00:00:00,Male
Mount Rogers,25,1,0,2020-11-05 00:00:00,Not Reported
New River,2423,13,41,2020-11-05 00:00:00,Female
New River,2339,16,54,2020-11-05 00:00:00,Male
New River,40,0,0,2020-11-05 00:00:00,Not Reported
Norfolk,2864,40,211,2020-11-05 00:00:00,Female
Norfolk,2742,45,203,2020-11-05 00:00:00,Male
Norfolk,3,0,0,2020-11-05 00:00:00,Not Reported
Peninsula,2756,51,107,2020-11-05 00:00:00,Female
Peninsula,2548,41,122,2020-11-05 00:00:00,Male
Peninsula,23,0,0,2020-11-05 00:00:00,Not Reported
Piedmont,1008,17,76,2020-11-05 00:00:00,Female
Piedmont,1617,40,96,2020-11-05 00:00:00,Male
Piedmont,6,0,0,2020-11-05 00:00:00,Not Reported
Pittsylvania-Danville,1505,38,129,2020-11-05 00:00:00,Female
Pittsylvania-Danville,1185,25,84,2020-11-05 00:00:00,Male
Pittsylvania-Danville,11,0,1,2020-11-05 00:00:00,Not Reported
Portsmouth,1525,37,181,2020-11-05 00:00:00,Female
Portsmouth,1360,32,141,2020-11-05 00:00:00,Male
Portsmouth,3,0,0,2020-11-05 00:00:00,Not Reported
Prince William,8957,107,530,2020-11-05 00:00:00,Female
Prince William,8568,151,681,2020-11-05 00:00:00,Male
Prince William,135,0,2,2020-11-05 00:00:00,Not Reported
Rappahannock,3443,41,208,2020-11-05 00:00:00,Female
Rappahannock,2999,52,232,2020-11-05 00:00:00,Male
Rappahannock,29,0,0,2020-11-05 00:00:00,Not Reported
Rappahannock Rapidan,1595,27,81,2020-11-05 00:00:00,Female
Rappahannock Rapidan,1612,28,115,2020-11-05 00:00:00,Male
Rappahannock Rapidan,65,0,0,2020-11-05 00:00:00,Not Reported
Richmond,2832,27,232,2020-11-05 00:00:00,Female
Richmond,2698,49,230,2020-11-05 00:00:00,Male
Richmond,65,2,1,2020-11-05 00:00:00,Not Reported
Roanoke,1754,26,59,2020-11-05 00:00:00,Female
Roanoke,1352,21,52,2020-11-05 00:00:00,Male
Roanoke,19,0,0,2020-11-05 00:00:00,Not Reported
Southside,947,24,43,2020-11-05 00:00:00,Female
Southside,971,24,48,2020-11-05 00:00:00,Male
Southside,12,0,0,2020-11-05 00:00:00,Not Reported
Thomas Jefferson,2393,41,121,2020-11-05 00:00:00,Female
Thomas Jefferson,2175,36,121,2020-11-05 00:00:00,Male
Thomas Jefferson,3,0,0,2020-11-05 00:00:00,Not Reported
Three Rivers,1071,18,67,2020-11-05 00:00:00,Female
Three Rivers,1224,23,76,2020-11-05 00:00:00,Male
Three Rivers,26,0,0,2020-11-05 00:00:00,Not Reported
Virginia Beach,4532,56,241,2020-11-05 00:00:00,Female
Virginia Beach,3912,54,219,2020-11-05 00:00:00,Male
Virginia Beach,23,0,0,2020-11-05 00:00:00,Not Reported
Western Tidewater,2264,69,116,2020-11-05 00:00:00,Female
Western Tidewater,2470,85,124,2020-11-05 00:00:00,Male
Western Tidewater,5,2,0,2020-11-05 00:00:00,Not Reported
West Piedmont,1881,45,162,2020-11-05 00:00:00,Female
West Piedmont,1459,46,148,2020-11-05 00:00:00,Male
West Piedmont,15,0,1,2020-11-05 00:00:00,Not Reported
Alexandria,2297,38,146,2020-11-06 00:00:00,Female
Alexandria,2134,38,185,2020-11-06 00:00:00,Male
Alexandria,13,0,0,2020-11-06 00:00:00,Not Reported
Alleghany,1818,24,65,2020-11-06 00:00:00,Female
Alleghany,1489,20,59,2020-11-06 00:00:00,Male
Alleghany,16,1,0,2020-11-06 00:00:00,Not Reported
Arlington,2445,71,240,2020-11-06 00:00:00,Female
Arlington,2471,83,303,2020-11-06 00:00:00,Male
Arlington,3,0,0,2020-11-06 00:00:00,Not Reported
Central Shenandoah,3880,38,158,2020-11-06 00:00:00,Female
Central Shenandoah,3381,47,155,2020-11-06 00:00:00,Male
Central Shenandoah,21,0,0,2020-11-06 00:00:00,Not Reported
Central Virginia,2783,28,96,2020-11-06 00:00:00,Female
Central Virginia,2403,37,111,2020-11-06 00:00:00,Male
Central Virginia,157,1,2,2020-11-06 00:00:00,Not Reported
Chesapeake,2798,37,252,2020-11-06 00:00:00,Female
Chesapeake,2364,43,239,2020-11-06 00:00:00,Male
Chesapeake,6,0,0,2020-11-06 00:00:00,Not Reported
Chesterfield,4177,68,239,2020-11-06 00:00:00,Female
Chesterfield,3816,79,249,2020-11-06 00:00:00,Male
Chesterfield,141,4,0,2020-11-06 00:00:00,Not Reported
Chickahominy,1283,31,99,2020-11-06 00:00:00,Female
Chickahominy,1258,29,109,2020-11-06 00:00:00,Male
Chickahominy,27,0,0,2020-11-06 00:00:00,Not Reported
Crater,2199,64,167,2020-11-06 00:00:00,Female
Crater,3050,54,146,2020-11-06 00:00:00,Male
Crater,60,0,5,2020-11-06 00:00:00,Not Reported
Cumberland Plateau,885,9,52,2020-11-06 00:00:00,Female
Cumberland Plateau,735,6,54,2020-11-06 00:00:00,Male
Cumberland Plateau,11,0,0,2020-11-06 00:00:00,Not Reported
Eastern Shore,786,26,74,2020-11-06 00:00:00,Female
Eastern Shore,767,24,74,2020-11-06 00:00:00,Male
Eastern Shore,9,0,0,2020-11-06 00:00:00,Not Reported
Fairfax,12827,283,1007,2020-11-06 00:00:00,Female
