COUNTY,COUNTYNAME,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Scrape_Time
043,GLADES,609,9,26,65,127,148,90,70,37,30,6,1,0 to 90,39,222,386,1,609,0,0,61,341,411,2,421,188,0,0,609,117,304,0,421,6,11,45,102,122,68,50,10,5,2,0,0 to 89,38,306,79,22,14,181,218,22,46,0,30,0,0,3,421,304,117,421,0,0,756,0,1178,756,421,3,248,189,2020-08-16 20:14:01.569735
045,GULF,1500,34,84,133,204,184,252,296,194,90,29,0,0 to 94,49,714,783,3,1437,63,0,88,613,642,27,743,755,0,2,1435,280,453,0,733,12,39,70,122,110,130,155,72,23,10,0,0 to 94,46,449,249,16,19,35,651,47,104,3,44,2,0,4,743,460,283,733,10,0,4330,55,5134,4385,743,4,602,598,2020-08-16 20:14:01.569735
047,HAMILTON,2306,35,60,224,585,450,361,268,193,80,47,3,0 to 118,40,627,1662,17,2298,8,0,70,1911,623,14,635,1670,0,1,2297,238,392,0,630,24,43,97,136,102,99,75,39,14,6,0,0 to 90,37,278,300,44,8,92,383,155,82,1,23,0,0,4,635,395,240,630,5,0,4428,3,5068,4431,635,4,50,48,2020-08-16 20:14:01.569735
049,HARDEE,2089,69,186,336,376,283,294,250,180,83,32,0,0 to 95,37,1068,994,27,2080,9,0,87,793,1293,24,1011,1074,1,3,2076,469,530,5,1004,26,86,180,195,154,155,109,70,28,8,0,0 to 93,36,736,91,115,62,624,309,71,142,3,106,3,1,8,1011,535,471,1004,7,0,5435,2,6466,5437,1011,8,1615,1514,2020-08-16 20:14:01.569735
051,HENDRY,3868,137,232,568,693,629,552,488,278,167,117,7,0 to 104,39,1900,1956,12,3864,4,0,439,1774,1755,30,1879,1988,1,0,3863,848,1025,4,1877,58,127,307,373,335,276,204,112,56,31,0,0 to 101,37,1485,218,74,100,1274,518,85,298,0,162,0,0,39,1879,1026,849,1877,2,0,6865,2,8765,6867,1879,39,2471,2044,2020-08-16 20:14:01.569735
053,HERNANDO,6205,108,151,614,838,768,899,1033,803,587,376,28,0 to 102,52,3680,2509,16,6177,28,0,606,4113,2448,60,2225,3976,0,4,6173,1223,984,4,2211,29,75,295,346,296,334,313,235,164,114,24,0 to 101,47,1660,241,286,24,404,1762,45,420,2,294,2,1,60,2225,988,1233,2211,14,0,17968,14,20220,17982,2225,60,2504,2453,2020-08-16 20:14:01.569735
055,HIGHLANDS,5385,101,153,373,655,555,662,830,874,750,412,20,0 to 119,57,3134,2212,39,5317,68,0,194,4118,1382,54,1608,3769,0,8,5309,851,749,2,1602,28,64,183,265,214,242,245,168,137,62,0,0 to 98,47,948,247,213,194,448,895,259,343,2,176,1,0,41,1608,753,853,1602,6,0,15307,62,16988,15369,1608,41,1495,1381,2020-08-16 20:14:01.569735
057,HILLSBOROUGH,84111,1968,3023,9715,14377,12758,12938,12560,9064,4840,2287,581,0 to 119,44,46835,36742,534,83630,481,0,4338,70522,11306,508,34238,49647,23,203,83404,18083,15749,265,34097,743,1567,5693,7206,5540,5160,3896,2117,1186,662,468,0 to 119,37,11565,4423,4639,13470,8458,10049,15590,2748,20,1513,14,5,483,34238,15812,18160,34097,141,0,220925,350,256023,221275,34238,483,6213,5866,2020-08-16 20:14:01.569735
059,HOLMES,1383,26,48,142,204,211,229,210,195,85,32,1,0 to 119,48,692,677,14,1364,19,0,35,826,467,63,533,846,0,4,1360,200,322,1,523,11,19,74,108,104,89,57,45,18,8,0,0 to 96,39,372,81,37,33,25,423,75,34,0,17,0,0,4,533,326,206,523,10,0,3837,9,4386,3846,533,4,565,559,2020-08-16 20:14:01.569735
061,INDIAN RIVER,8388,128,247,787,908,916,1084,1278,1320,964,741,15,0 to 119,56,4974,3366,48,8316,72,0,449,5901,2606,109,2652,5683,0,53,8265,1420,1191,26,2637,49,139,408,404,368,376,319,228,198,162,1,0 to 101,43,1187,316,305,829,531,1089,1017,379,7,216,3,0,67,2652,1201,1425,2637,15,0,25677,56,28397,25733,2652,67,2278,1797,2020-08-16 20:14:01.569735
063,JACKSON,4907,63,120,450,887,865,846,725,447,301,201,2,0 to 105,45,1999,2845,63,4877,30,0,48,2895,1958,46,2030,2871,0,6,4871,609,1401,5,2015,22,56,189,421,400,362,278,143,91,68,0,0 to 100,43,860,397,95,663,75,855,1085,154,2,105,0,0,52,2030,1409,616,2015,15,0,10442,18,12503,10460,2030,52,1220,1021,2020-08-16 20:14:01.569735
065,JEFFERSON,1080,24,29,87,135,159,168,211,167,78,21,1,0 to 101,51,472,605,3,1071,9,0,27,797,386,18,467,610,1,2,1068,114,347,0,461,5,8,45,84,77,87,93,46,14,8,0,0 to 95,46,184,248,21,8,23,406,32,41,2,26,0,0,5,467,352,115,461,6,0,2642,4,3128,2646,467,5,301,263,2020-08-16 20:14:01.569735
067,LAFAYETTE,1306,10,8,124,354,313,170,129,85,63,49,1,0 to 119,39,315,986,5,1306,0,0,17,1084,442,2,989,314,0,3,1303,112,877,0,989,5,8,79,319,270,142,95,44,18,9,0,1 to 98,37,408,157,29,395,63,457,469,29,0,11,0,0,2,989,877,112,989,0,0,1203,0,2199,1203,989,2,137,137,2020-08-16 20:14:01.569735
069,LAKE,20898,349,508,1665,2367,2363,2773,3246,3327,2285,792,1223,0 to 103,54,11072,8919,907,20743,155,0,682,18296,1763,125,5619,15108,0,171,20574,2869,2605,111,5585,100,223,844,994,880,870,754,495,301,135,23,0 to 103,41,1820,692,1103,1970,855,2300,2430,508,13,318,5,1,83,5619,2625,2882,5585,34,0,62748,124,68576,62872,5619,83,1813,1522,2020-08-16 20:14:01.569735
071,LEE,41276,596,979,4211,5764,5647,6040,6419,5949,3777,1790,104,0 to 119,50,23020,17910,346,40107,1168,1,1771,33732,11426,271,17401,23842,2,31,40075,8909,8001,192,17102,314,612,2682,3157,2795,2749,2215,1429,827,572,49,0 to 103,41,7238,1683,875,7306,3884,5563,7655,2105,22,1193,19,8,375,17401,8160,9044,17101,299,1,101290,928,119675,102218,17401,375,4249,2646,2020-08-16 20:14:01.569735
073,LEON,18095,307,559,3248,3086,2576,2567,2615,1939,757,390,51,0 to 119,41,9439,8535,121,17775,319,1,1322,14339,3686,170,5402,12654,2,37,17738,2792,2482,12,5286,84,222,1814,1055,695,614,522,235,90,52,19,0 to 105,29,1591,1698,607,1390,375,2801,2110,403,14,148,10,7,27,5402,2544,2846,5285,116,1,58223,226,63967,58449,5402,27,2324,1908,2020-08-16 20:14:01.569735
075,LEVY,2533,58,94,297,324,287,367,441,342,230,89,4,0 to 118,50,1441,1076,16,2528,5,0,188,1556,992,21,767,1764,0,2,2526,385,376,2,763,17,42,134,116,101,125,100,75,42,12,3,0 to 99,41,384,130,157,92,187,451,125,72,0,50,0,0,6,767,379,386,763,4,0,5819,1,6596,5820,767,6,984,934,2020-08-16 20:14:01.569735
077,LIBERTY,2401,11,18,222,696,572,423,296,109,38,8,8,0 to 105,38,309,2086,6,2401,0,0,12,1936,249,7,411,1990,0,0,2401,91,320,0,411,4,6,65,89,76,83,63,17,7,1,0,0 to 85,40,269,114,13,15,18,292,101,21,0,8,0,0,7,411,320,91,411,0,0,2757,0,3168,2757,411,7,362,337,2020-08-16 20:14:01.569735
079,MADISON,1861,93,119,219,237,251,273,249,232,121,61,6,0 to 99,45,1135,722,4,1830,31,0,95,1043,899,57,763,1096,1,1,1828,435,315,0,750,36,60,107,108,117,127,98,66,20,24,0,0 to 98,40,199,500,33,18,43,649,58,132,1,34,0,1,11,763,319,444,750,13,0,4451,18,5243,4469,763,11,866,767,2020-08-16 20:14:01.569735
081,MANATEE,23976,474,922,2319,2940,2952,3251,3943,3843,2340,878,114,0 to 119,52,13253,10339,384,23634,342,0,2508,18704,5832,94,9781,14180,3,12,23619,5026,4490,158,9674,232,632,1563,1715,1569,1433,1202,737,461,226,11,0 to 101,39,4414,914,1335,3011,2499,3477,3698,602,8,686,7,2,245,9781,4541,5078,9674,107,0,79044,267,89161,79311,9781,245,695,596,2020-08-16 20:14:01.569735
083,MARION,25673,335,676,2249,3527,3503,3739,4092,3971,2523,991,67,0 to 168,51,15553,10011,109,25636,37,0,5937,13210,9033,255,7247,18179,1,246,25391,4315,2859,59,7233,90,227,894,1419,1400,1164,945,573,335,157,43,0 to 104,41,4287,1501,579,866,965,4896,1372,962,5,576,0,0,113,7247,2862,4326,7233,14,0,48582,25,55964,48607,7247,113,1845,1680,2020-08-16 20:14:01.569735
085,MARTIN,10268,208,350,984,1196,1279,1364,1668,1566,1125,505,23,0 to 100,53,5173,4706,389,10163,105,0,894,6945,3447,113,3923,6294,1,50,10113,1897,1981,20,3898,106,218,623,659,633,602,432,268,221,158,3,0 to 100,40,1767,237,1052,842,1807,1469,622,606,4,351,3,1,104,3923,1996,1907,3898,25,0,22621,77,26659,22698,3923,104,2063,2052,2020-08-16 20:14:01.569735
087,MONROE,5872,110,167,509,868,862,1013,1107,765,355,114,2,0 to 101,49,3009,2825,38,5774,98,0,1585,2536,2039,159,1633,4175,0,64,5712,765,830,9,1604,37,66,201,317,289,299,213,131,63,17,0,0 to 100,42,1102,115,74,313,602,647,355,245,5,103,4,0,13,1633,847,777,1604,29,0,13001,67,14713,13068,1633,13,2904,2627,2020-08-16 20:14:01.569735
089,NASSAU,4749,69,118,516,533,581,681,865,739,450,192,5,0 to 103,53,2620,2039,90,4568,181,0,241,3447,852,143,1334,3382,0,33,4536,632,617,2,1251,18,39,265,180,198,208,209,130,63,24,0,0 to 95,43,835,127,65,224,66,919,266,172,6,80,1,0,13,1334,651,681,1251,83,0,14351,98,15801,14449,1334,13,1345,1339,2020-08-16 20:14:01.569735
091,OKALOOSA,10668,241,332,1195,1740,1571,1433,1483,1105,857,664,47,0 to 119,46,6207,4346,115,10507,160,1,582,7380,1671,136,3728,6900,1,39,10468,1989,1658,53,3700,39,133,631,752,594,512,450,301,176,133,7,0 to 103,39,1972,347,641,740,493,2326,881,333,4,193,2,0,50,3728,1669,2006,3699,28,1,26736,134,30643,26870,3728,50,3271,2840,2020-08-16 20:14:01.569735
093,OKEECHOBEE,2699,64,150,411,369,356,342,394,240,213,148,12,0 to 119,44,1471,1209,19,2687,12,0,318,1504,1004,18,1142,1555,0,2,2685,551,584,3,1138,33,98,211,176,185,150,158,55,57,18,1,0 to 94,37,770,114,149,105,538,483,117,157,1,111,3,0,12,1142,585,554,1138,4,0,6615,8,7779,6623,1142,12,1074,993,2020-08-16 20:14:01.569735
095,ORANGE,93443,1684,2455,10492,16221,14801,14588,13491,9041,4333,1725,4612,0 to 120,44,50160,42501,782,92065,1377,1,3945,83288,10375,559,33382,59596,3,462,91602,16643,15887,436,32966,533,984,6043,7902,5987,5001,3620,1838,955,427,92,0 to 106,36,7885,4520,5805,14756,6100,7787,19079,1927,53,1005,42,6,351,33382,16102,16835,32965,416,1,251163,986,285821,252149,33382,351,3589,3361,2020-08-16 20:14:01.569735
097,OSCEOLA,23383,336,941,2493,3772,3802,3919,3369,2381,1198,452,720,0 to 155,44,12675,10466,242,23274,109,0,2608,16543,4714,252,10314,12907,2,160,23113,5299,4780,154,10233,142,483,1517,2043,1905,1782,1143,708,380,155,56,0 to 104,39,3302,577,3055,3299,4632,1799,3802,842,12,465,8,2,119,10314,4832,5325,10233,81,0,57031,29,67502,57060,10314,119,3727,3218,2020-08-16 20:14:01.569735
099,PALM BEACH,100980,1653,2935,9783,14186,13437,14694,15965,12982,8791,4888,1666,0 to 119,50,54610,45973,397,99988,990,2,8123,78684,26026,714,39129,61409,163,279,99551,19976,18626,175,38777,641,1510,5715,7333,6420,6060,5052,2890,1908,1530,70,0 to 106,41,14372,6209,6770,11426,10643,15128,13006,4183,46,2995,31,16,992,39129,18813,20133,38775,352,2,255267,659,295656,255926,39129,992,9998,9734,2020-08-16 20:14:01.569735
101,PASCO,21235,416,634,2165,2895,3036,3381,3410,2807,1681,750,60,0 to 119,49,11960,9162,113,21127,108,0,1607,15120,6366,269,7453,13662,2,118,21007,3837,3527,46,7410,118,250,1126,1291,1184,1183,972,678,398,219,34,0 to 105,42,4940,530,1123,817,1674,4626,1110,960,9,641,4,1,149,7453,3549,3858,7410,43,0,63737,69,71310,63806,7453,149,4693,4142,2020-08-16 20:14:01.569735
103,PINELLAS,53788,580,1034,4626,7594,6623,7826,9654,8108,4915,2741,87,0 to 120,53,30510,23211,67,53382,406,0,5022,40878,17384,562,18730,35042,1,15,53367,9984,8609,1,18594,252,634,2684,3685,2597,2696,2657,1657,1082,778,8,0 to 104,42,9730,3254,1601,4009,2068,11362,5164,2541,29,1840,22,2,548,18730,8680,10048,18594,136,0,161512,277,180663,161789,18730,548,1284,1192,2020-08-16 20:14:01.569735
105,POLK,33083,792,1365,3550,5020,4880,4858,4730,4011,2435,1063,379,0 to 119,46,18274,14461,348,32954,129,0,2432,24915,7624,268,15429,17588,1,65,32888,8064,7110,202,15376,318,797,2265,2848,2659,2322,1836,1223,720,392,49,0 to 103,40,7461,2748,1460,3707,4035,6383,4958,2055,13,1704,13,2,358,15429,7133,8094,15376,53,0,88130,77,103745,88207,15429,358,5668,5099,2020-08-16 20:14:01.569735
107,PUTNAM,4730,111,249,557,692,630,695,741,512,342,181,20,0 to 118,46,2812,1868,50,4721,9,0,610,3509,1395,26,1611,3117,0,2,4719,834,757,19,1610,42,154,281,242,248,210,192,116,77,40,9,0 to 100,38,824,460,194,132,337,1092,181,309,1,180,0,0,33,1611,758,834,1610,1,0,11948,8,13580,11956,1611,33,282,214,2020-08-16 20:14:01.569735
113,SANTA ROSA,11347,310,479,1350,1666,1678,1770,1764,1325,694,298,13,0 to 119,46,5776,5533,38,11248,99,0,652,7152,3437,209,4223,7101,1,22,11225,1786,2387,9,4182,58,141,761,756,686,678,587,296,167,90,3,0 to 105,40,2542,531,226,883,172,2996,1014,168,1,218,2,1,47,4223,2402,1812,4182,41,0,25803,58,30122,25861,4223,47,3726,3181,2020-08-16 20:14:01.569735
115,SARASOTA,19306,224,424,1667,2212,2125,2557,3229,3340,2311,1147,70,0 to 119,56,10613,8414,279,19033,273,0,877,16929,2931,118,6689,12600,1,16,19018,3440,3030,165,6635,74,235,1047,1121,984,970,844,637,445,303,29,0 to 104,43,2674,398,551,3012,629,2351,3655,414,18,384,12,2,173,6689,3061,3463,6635,54,0,70459,224,77424,70683,6689,173,1111,1006,2020-08-16 20:14:01.569735
117,SEMINOLE,23864,374,672,2680,3471,3319,3673,3629,2961,1460,784,841,0 to 119,47,13361,10305,198,23804,60,0,1131,19560,3264,167,7471,16333,1,59,23747,3980,3394,70,7444,131,256,1437,1487,1111,1108,824,527,303,284,3,0 to 108,38,3026,819,995,2604,1108,2666,3670,780,5,511,1,0,145,7471,3406,3993,7444,27,0,63608,36,71181,63644,7471,145,2795,2553,2020-08-16 20:14:01.569735
109,ST. JOHNS,14299,191,473,1660,1615,2083,2376,2403,1953,1039,488,18,0 to 119,49,7716,6374,209,14232,67,0,950,10689,2976,323,3971,10270,10,48,14175,1994,1879,50,3923,37,133,862,549,578,639,589,311,178,94,1,0 to 101,42,2576,310,246,791,295,2701,927,336,5,211,5,0,46,3971,1898,2017,3923,48,0,39100,19,43122,39119,3971,46,3146,3106,2020-08-16 20:14:01.569735
111,ST. LUCIE,16539,308,499,1523,2252,2276,2555,2660,2183,1394,824,65,0 to 119,50,9514,6753,272,16386,153,0,1337,11775,4316,155,6254,10004,5,276,16105,3390,2761,80,6231,116,260,834,1053,1019,979,837,544,335,247,30,0 to 104,43,2079,1383,935,1834,1313,2551,2367,549,2,388,2,1,197,6254,2772,3402,6231,23,0,39133,132,45570,39265,6254,197,4018,4003,2020-08-16 20:14:01.569735
998,A State,1430222,25124,43363,147976,220332,209059,224111,227203,171665,99182,48986,13221,0 to 225,48,770839,646238,13145,1411959,18255,8,93136,1109054,304935,11271,573416,852633,382,3791,1407832,289154,274029,4192,567375,9632,23006,86020,109454,94560,91959,74631,43267,24785,14462,1640,0 to 120,40,229552,86667,68373,182783,155766,203414,208195,57217,621,33928,413,135,9452,573416,277058,291999,567367,6041,8,3646498,12714,4239309,3659212,573416,9452,170341,157402,2020-08-16 20:14:01.569735
119,SUMTER,5289,34,88,212,300,334,465,703,1745,1133,190,85,0 to 119,68,2734,2414,141,5209,80,0,339,3988,1264,137,1540,3727,0,22,5187,779,750,3,1532,6,50,118,122,172,208,206,359,234,65,0,1 to 99,59,847,264,80,341,73,1019,440,313,1,190,0,0,44,1540,753,784,1532,8,0,17360,73,18990,17433,1540,44,767,755,2020-08-16 20:14:01.569735
121,SUWANNEE,4112,101,169,479,604,602,570,612,445,293,226,11,0 to 118,46,1988,2059,65,4095,17,0,123,2337,1735,38,2253,1857,0,2,4093,805,1422,9,2236,43,108,326,365,387,349,291,183,118,82,1,0 to 102,42,1082,392,294,468,423,1237,576,243,2,113,0,0,47,2253,1428,816,2236,17,0,7174,0,9474,7174,2253,47,451,447,2020-08-16 20:14:01.569735
123,TAYLOR,2135,44,63,216,437,405,338,294,203,95,36,4,0 to 118,42,830,1283,22,2126,9,0,60,1493,792,29,1100,1029,0,6,2120,249,848,0,1097,2,17,111,290,267,201,119,58,24,11,0,4 to 92,39,526,489,61,21,119,917,61,78,0,28,0,0,5,1100,848,252,1097,3,0,4375,6,5511,4381,1100,5,849,749,2020-08-16 20:14:01.569735
125,UNION,1649,19,43,115,164,227,212,471,299,82,17,0,0 to 118,55,457,1187,5,1649,0,0,88,1138,515,5,488,1161,0,0,1649,127,361,0,488,7,15,54,93,118,70,86,32,10,3,0,0 to 91,41,332,134,17,5,16,457,15,38,0,25,0,0,5,488,361,127,488,0,0,7856,0,8363,7856,488,5,359,358,2020-08-16 20:14:01.569735
999,Unknown,2160,15,29,221,307,308,320,284,183,228,253,12,0 to 119,50,1317,811,32,534,1626,0,5,1888,31,22,770,1388,0,2,533,111,112,12,235,14,23,133,155,135,122,102,45,24,8,9,0 to 94,38,61,30,34,110,74,41,120,0,5,0,3,1,0,770,366,378,235,535,0,4505,1087,6392,5592,770,0,5932,5930,2020-08-16 20:14:01.569735
127,VOLUSIA,28420,339,638,2324,3461,3347,4118,5381,4706,2557,1233,316,0 to 119,54,15780,12018,622,28278,142,0,1884,22772,6336,326,8452,19868,0,100,28179,4417,3908,68,8393,118,293,1291,1501,1205,1247,1194,817,466,277,43,0 to 103,43,3879,1110,1709,1695,1475,4718,2200,1065,9,632,7,0,169,8452,3939,4445,8393,59,0,69189,85,77835,69274,8452,169,3188,2566,2020-08-16 20:14:01.569735
129,WAKULLA,2172,30,82,223,307,333,370,381,270,130,45,1,0 to 102,48,1065,1100,7,2164,8,0,88,1283,858,46,773,1396,0,3,2161,266,501,0,767,7,27,112,154,145,133,120,48,20,7,0,1 to 91,41,486,169,55,57,45,629,93,86,0,35,1,0,5,773,503,270,767,6,0,7357,2,8167,7359,773,5,666,591,2020-08-16 20:14:01.569735
131,WALTON,3173,72,111,441,423,467,470,508,337,197,143,4,0 to 101,46,1649,1487,37,3001,172,0,203,2388,1468,161,1486,1687,0,0,3001,656,707,2,1365,20,63,329,237,250,211,209,92,56,18,1,0 to 101,39,1058,83,61,163,271,943,151,193,17,74,3,0,18,1486,764,720,1365,121,0,8728,54,10305,8782,1486,18,821,766,2020-08-16 20:14:01.569735
133,WASHINGTON,1898,37,61,170,304,298,316,332,189,131,59,1,0 to 119,47,914,942,42,1885,13,0,49,1257,986,16,929,957,0,12,1873,314,585,20,919,12,29,94,198,174,161,132,69,47,12,1,0 to 99,42,493,217,32,177,24,524,371,56,2,44,1,0,14,929,589,320,919,10,0,5474,4,6428,5478,929,14,584,528,2020-08-16 20:14:01.569735
001,ALACHUA,19279,287,402,2705,3689,2745,2661,2942,2132,1011,629,76,0 to 119,44,11026,8099,154,18974,305,0,1211,16767,2412,137,4670,14600,5,4,18965,2522,2065,25,4612,75,199,1212,1032,588,548,485,316,130,74,11,0 to 103,32,1565,1404,550,1093,540,2752,1320,411,13,216,15,1,29,4670,2099,2545,4612,58,0,71089,256,76040,71345,4670,29,248,226,2020-08-17 19:49:29.870973
003,BAKER,2055,48,48,229,397,397,339,308,157,94,36,2,0 to 99,42,835,1182,38,1997,58,0,164,1463,596,18,1078,942,0,35,1962,278,800,0,1078,5,17,112,255,257,184,156,53,30,9,0,1 to 97,40,452,139,44,443,14,546,518,66,0,38,0,0,4,1078,800,278,1078,0,0,5177,58,6338,5235,1078,4,678,677,2020-08-17 19:49:29.870973
005,BAY,7892,102,122,942,1276,1206,1350,1277,833,468,242,74,0 to 119,47,4081,3707,104,7794,98,0,1004,4929,3825,159,4836,3035,0,21,7774,2317,2381,61,4759,60,90,747,917,805,834,676,405,208,71,23,0 to 99,42,2593,480,604,1082,341,2945,1473,548,14,240,5,5,64,4836,2427,2347,4759,77,0,23655,38,28587,23693,4836,64,437,430,2020-08-17 19:49:29.870973
007,BRADFORD,2043,42,60,196,271,258,316,392,229,167,104,8,0 to 118,50,1143,880,20,2041,2,0,162,1380,652,2,573,1469,0,1,2040,221,350,2,573,11,18,68,81,92,103,106,45,33,14,2,0 to 107,46,328,175,23,47,19,485,69,50,0,33,0,0,4,573,350,221,573,0,0,4277,2,4874,4279,573,4,648,617,2020-08-17 19:49:29.870973
009,BREVARD,25434,315,500,2100,2861,2940,3593,5259,4465,2432,815,154,0 to 119,55,14264,11039,131,25407,27,0,1488,21569,5386,169,6538,18878,0,18,25389,3482,3001,34,6517,67,163,1112,1101,944,952,942,573,370,294,20,0 to 105,43,3387,804,579,1747,822,3671,2024,1034,6,534,3,1,178,6538,3011,3493,6517,21,0,80958,17,87570,80975,6538,178,1487,1429,2020-08-17 19:49:29.870973
011,BROWARD,160232,3920,6561,16186,25720,25457,26863,26102,16455,8431,4305,232,0 to 120,45,86226,72718,1288,158479,1753,0,10742,110979,51400,1470,66826,93226,34,146,158302,34538,31596,165,66299,1440,3659,9689,12833,11529,10887,8897,4467,2210,1177,38,0 to 120,39,26227,17606,7575,14891,24050,27860,14389,8396,88,4558,68,26,1013,66826,31938,34721,66299,527,0,396235,1309,465236,397544,66826,1013,28834,28465,2020-08-17 19:49:29.870973
013,CALHOUN,1061,13,34,101,160,186,148,164,122,88,45,0,0 to 99,47,533,513,15,1061,0,0,33,547,439,12,503,557,0,1,1060,209,293,1,503,2,14,51,97,95,69,67,46,36,26,0,1 to 99,44,314,81,33,75,22,391,90,54,0,31,0,0,8,503,293,209,503,0,0,3703,0,4222,3703,503,8,551,490,2020-08-17 19:49:29.870973
015,CHARLOTTE,7371,86,97,474,678,749,1053,1391,1334,891,609,9,0 to 119,58,4194,3108,69,7349,22,0,816,5357,2015,48,2388,4966,1,16,7332,1230,1134,18,2382,23,52,253,268,256,350,428,341,232,182,3,0 to 101,54,1824,142,152,264,187,1839,356,264,1,279,1,0,101,2388,1136,1233,2382,6,0,25095,16,27532,25111,2388,101,318,299,2020-08-17 19:49:29.870973
017,CITRUS,6177,65,177,495,655,615,796,1129,1178,784,257,26,0 to 222,57,3463,2555,159,6164,13,0,386,4038,1714,45,1799,4341,1,36,6128,944,837,13,1794,17,64,229,220,200,275,340,225,145,67,17,0 to 100,51,1400,108,133,153,96,1476,222,133,0,162,0,0,40,1799,841,945,1794,5,0,18043,8,19860,18051,1799,40,2335,1884,2020-08-17 19:49:29.870973
019,CLAY,11689,179,387,1234,1450,1708,1954,1913,1564,901,373,26,0 to 101,49,6603,4924,162,11659,30,0,914,8531,2279,140,3484,8190,1,14,11644,1899,1560,13,3472,36,123,558,510,555,605,475,317,197,106,2,0 to 100,44,1783,591,296,802,337,2251,884,542,1,251,1,0,65,3484,1566,1905,3472,12,0,33010,18,36533,33028,3484,65,2320,2287,2020-08-17 19:49:29.870973
021,COLLIER,24833,636,1065,2868,3199,3398,3490,3505,3319,2445,869,39,0 to 105,48,13099,11453,281,24410,423,0,1711,17227,7487,236,10918,13722,3,190,24217,5442,5211,121,10774,299,559,1816,1769,1832,1736,1336,787,521,258,5,0 to 104,40,5311,658,1147,3658,4332,2683,3759,1245,25,768,15,6,154,10918,5277,5485,10774,144,0,54555,291,65835,54846,10918,154,6252,5272,2020-08-17 19:49:29.870973
023,COLUMBIA,6118,134,193,496,910,965,934,1067,785,391,233,10,0 to 119,48,2682,3374,62,6094,24,0,729,2988,3065,26,3045,3069,0,4,6090,895,2137,2,3034,57,103,291,566,587,531,449,277,132,51,1,0 to 102,43,1298,522,130,1084,136,1627,1271,64,1,155,2,0,26,3045,2145,898,3034,11,0,11114,13,14228,11127,3045,26,72,71,2020-08-17 19:49:29.870973
025,DADE,281302,3943,7303,28802,48006,45827,50837,44246,27624,15390,8340,984,0 to 225,46,145393,133873,2036,279390,1911,1,14086,231676,34959,1196,146026,134749,93,434,278866,73367,70758,944,145069,2158,4983,18716,27045,24441,26318,20523,11438,6441,3565,398,0 to 108,43,53795,12562,15615,63097,61834,17395,65840,13090,70,6738,38,16,2081,146026,71222,73790,145068,957,1,597986,991,746923,598977,146026,2081,14375,13638,2020-08-17 19:49:29.870973
027,DESOTO,3669,99,231,393,549,570,621,603,344,180,75,4,0 to 102,44,1509,2046,114,3656,13,0,187,2290,1401,24,1422,2239,1,7,3648,579,837,3,1419,43,122,202,272,268,220,167,85,31,12,0,0 to 97,37,875,145,93,306,677,395,347,205,1,104,1,0,20,1422,838,581,1419,3,0,8448,13,9890,8461,1422,20,1403,1269,2020-08-17 19:49:29.870973
029,DIXIE,1422,29,58,132,191,272,200,219,181,94,44,2,0 to 118,46,697,716,9,1422,0,0,59,748,636,8,595,825,0,2,1420,205,390,0,595,4,20,56,101,132,97,86,62,29,7,1,0 to 91,43,401,136,14,44,35,501,59,54,0,35,0,0,4,595,390,205,595,0,0,3737,0,4345,3737,595,4,560,505,2020-08-17 19:49:29.870973
031,DUVAL,71565,1214,2198,8136,12888,10782,10883,11377,7953,3959,2006,169,0 to 119,45,38924,31641,1000,70772,793,0,2761,60901,7160,293,24731,46628,12,194,70573,12890,11348,235,24473,358,1027,3936,5607,4064,3653,2969,1774,828,479,36,0 to 103,38,6219,8133,2541,7580,2002,12499,9972,1468,31,779,17,8,222,24731,11486,13007,24473,258,0,195829,553,221331,196382,24731,222,5800,5686,2020-08-17 19:49:29.870973
033,ESCAMBIA,26542,555,808,3017,4101,3439,3581,4360,3486,1983,1095,117,0 to 119,48,15017,11380,145,23063,3479,0,1522,21327,4280,255,10317,16215,1,9,23053,4713,4565,105,9383,127,382,1784,2013,1591,1368,1307,875,549,298,23,0 to 105,39,3556,2245,780,2802,330,5875,3178,1033,10,622,8,10,152,10317,4965,5247,9383,934,0,63289,2647,76306,65936,10317,152,1223,1143,2020-08-17 19:49:29.870973
